sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
77	expected	39	39	ist	vp_coord	der Lehrer schwimmt und ist klein	4
78	unexpected	39	39	ist	vp_coord	der Lehrer schwimmt und sind klein	4
79	expected	40	40	ist	vp_coord	der Lehrer schwimmt und ist groß	4
80	unexpected	40	40	ist	vp_coord	der Lehrer schwimmt und sind groß	4
81	expected	41	41	ist	vp_coord	der Lehrer schwimmt und ist alt	4
82	unexpected	41	41	ist	vp_coord	der Lehrer schwimmt und sind alt	4
83	expected	42	42	ist	vp_coord	der Lehrer schwimmt und ist jung	4
84	unexpected	42	42	ist	vp_coord	der Lehrer schwimmt und sind jung	4
85	expected	43	43	schwimmt	vp_coord	der Kunde schwimmt und schwimmt	4
86	unexpected	43	43	schwimmt	vp_coord	der Kunde schwimmt und schwimmen	4
87	expected	44	44	lacht	vp_coord	der Kunde schwimmt und lacht	4
88	unexpected	44	44	lacht	vp_coord	der Kunde schwimmt und lachen	4
89	expected	45	45	spricht	vp_coord	der Kunde schwimmt und spricht	4
90	unexpected	45	45	spricht	vp_coord	der Kunde schwimmt und sprechen	4
91	expected	46	46	ist	vp_coord	der Kunde schwimmt und ist klein	4
92	unexpected	46	46	ist	vp_coord	der Kunde schwimmt und sind klein	4
93	expected	47	47	ist	vp_coord	der Kunde schwimmt und ist groß	4
94	unexpected	47	47	ist	vp_coord	der Kunde schwimmt und sind groß	4
95	expected	48	48	ist	vp_coord	der Kunde schwimmt und ist alt	4
96	unexpected	48	48	ist	vp_coord	der Kunde schwimmt und sind alt	4
97	expected	49	49	ist	vp_coord	der Kunde schwimmt und ist jung	4
98	unexpected	49	49	ist	vp_coord	der Kunde schwimmt und sind jung	4
99	expected	50	50	schwimmt	vp_coord	der Polizist schwimmt und schwimmt	4
100	unexpected	50	50	schwimmt	vp_coord	der Polizist schwimmt und schwimmen	4
101	expected	51	51	lacht	vp_coord	der Polizist schwimmt und lacht	4
102	unexpected	51	51	lacht	vp_coord	der Polizist schwimmt und lachen	4
103	expected	52	52	spricht	vp_coord	der Polizist schwimmt und spricht	4
104	unexpected	52	52	spricht	vp_coord	der Polizist schwimmt und sprechen	4
105	expected	53	53	ist	vp_coord	der Polizist schwimmt und ist klein	4
106	unexpected	53	53	ist	vp_coord	der Polizist schwimmt und sind klein	4
107	expected	54	54	ist	vp_coord	der Polizist schwimmt und ist groß	4
108	unexpected	54	54	ist	vp_coord	der Polizist schwimmt und sind groß	4
109	expected	55	55	ist	vp_coord	der Polizist schwimmt und ist alt	4
110	unexpected	55	55	ist	vp_coord	der Polizist schwimmt und sind alt	4
111	expected	56	56	ist	vp_coord	der Polizist schwimmt und ist jung	4
112	unexpected	56	56	ist	vp_coord	der Polizist schwimmt und sind jung	4
113	expected	57	57	schwimmt	vp_coord	der Pilot schwimmt und schwimmt	4
114	unexpected	57	57	schwimmt	vp_coord	der Pilot schwimmt und schwimmen	4
115	expected	58	58	lacht	vp_coord	der Pilot schwimmt und lacht	4
116	unexpected	58	58	lacht	vp_coord	der Pilot schwimmt und lachen	4
117	expected	59	59	spricht	vp_coord	der Pilot schwimmt und spricht	4
118	unexpected	59	59	spricht	vp_coord	der Pilot schwimmt und sprechen	4
119	expected	60	60	ist	vp_coord	der Pilot schwimmt und ist klein	4
120	unexpected	60	60	ist	vp_coord	der Pilot schwimmt und sind klein	4
121	expected	61	61	ist	vp_coord	der Pilot schwimmt und ist groß	4
122	unexpected	61	61	ist	vp_coord	der Pilot schwimmt und sind groß	4
123	expected	62	62	ist	vp_coord	der Pilot schwimmt und ist alt	4
124	unexpected	62	62	ist	vp_coord	der Pilot schwimmt und sind alt	4
125	expected	63	63	ist	vp_coord	der Pilot schwimmt und ist jung	4
126	unexpected	63	63	ist	vp_coord	der Pilot schwimmt und sind jung	4
127	expected	64	64	schwimmt	vp_coord	der Berater schwimmt und schwimmt	4
128	unexpected	64	64	schwimmt	vp_coord	der Berater schwimmt und schwimmen	4
129	expected	65	65	lacht	vp_coord	der Berater schwimmt und lacht	4
130	unexpected	65	65	lacht	vp_coord	der Berater schwimmt und lachen	4
131	expected	66	66	spricht	vp_coord	der Berater schwimmt und spricht	4
132	unexpected	66	66	spricht	vp_coord	der Berater schwimmt und sprechen	4
133	expected	67	67	ist	vp_coord	der Berater schwimmt und ist klein	4
134	unexpected	67	67	ist	vp_coord	der Berater schwimmt und sind klein	4
135	expected	68	68	ist	vp_coord	der Berater schwimmt und ist groß	4
136	unexpected	68	68	ist	vp_coord	der Berater schwimmt und sind groß	4
137	expected	69	69	ist	vp_coord	der Berater schwimmt und ist alt	4
138	unexpected	69	69	ist	vp_coord	der Berater schwimmt und sind alt	4
139	expected	70	70	ist	vp_coord	der Berater schwimmt und ist jung	4
140	unexpected	70	70	ist	vp_coord	der Berater schwimmt und sind jung	4
141	expected	71	71	schwimmt	vp_coord	der Schriftsteller lacht und schwimmt	4
142	unexpected	71	71	schwimmt	vp_coord	der Schriftsteller lacht und schwimmen	4
143	expected	72	72	lacht	vp_coord	der Schriftsteller lacht und lacht	4
144	unexpected	72	72	lacht	vp_coord	der Schriftsteller lacht und lachen	4
145	expected	73	73	spricht	vp_coord	der Schriftsteller lacht und spricht	4
146	unexpected	73	73	spricht	vp_coord	der Schriftsteller lacht und sprechen	4
147	expected	74	74	ist	vp_coord	der Schriftsteller lacht und ist klein	4
148	unexpected	74	74	ist	vp_coord	der Schriftsteller lacht und sind klein	4
149	expected	75	75	ist	vp_coord	der Schriftsteller lacht und ist groß	4
150	unexpected	75	75	ist	vp_coord	der Schriftsteller lacht und sind groß	4
151	expected	76	76	ist	vp_coord	der Schriftsteller lacht und ist alt	4
152	unexpected	76	76	ist	vp_coord	der Schriftsteller lacht und sind alt	4
153	expected	77	77	ist	vp_coord	der Schriftsteller lacht und ist jung	4
154	unexpected	77	77	ist	vp_coord	der Schriftsteller lacht und sind jung	4
155	expected	78	78	schwimmt	vp_coord	der Direktor lacht und schwimmt	4
156	unexpected	78	78	schwimmt	vp_coord	der Direktor lacht und schwimmen	4
157	expected	79	79	lacht	vp_coord	der Direktor lacht und lacht	4
158	unexpected	79	79	lacht	vp_coord	der Direktor lacht und lachen	4
159	expected	80	80	spricht	vp_coord	der Direktor lacht und spricht	4
160	unexpected	80	80	spricht	vp_coord	der Direktor lacht und sprechen	4
161	expected	81	81	ist	vp_coord	der Direktor lacht und ist klein	4
162	unexpected	81	81	ist	vp_coord	der Direktor lacht und sind klein	4
163	expected	82	82	ist	vp_coord	der Direktor lacht und ist groß	4
164	unexpected	82	82	ist	vp_coord	der Direktor lacht und sind groß	4
165	expected	83	83	ist	vp_coord	der Direktor lacht und ist alt	4
166	unexpected	83	83	ist	vp_coord	der Direktor lacht und sind alt	4
167	expected	84	84	ist	vp_coord	der Direktor lacht und ist jung	4
168	unexpected	84	84	ist	vp_coord	der Direktor lacht und sind jung	4
169	expected	85	85	schwimmt	vp_coord	der Bauer lacht und schwimmt	4
170	unexpected	85	85	schwimmt	vp_coord	der Bauer lacht und schwimmen	4
171	expected	86	86	lacht	vp_coord	der Bauer lacht und lacht	4
172	unexpected	86	86	lacht	vp_coord	der Bauer lacht und lachen	4
173	expected	87	87	spricht	vp_coord	der Bauer lacht und spricht	4
174	unexpected	87	87	spricht	vp_coord	der Bauer lacht und sprechen	4
175	expected	88	88	ist	vp_coord	der Bauer lacht und ist klein	4
176	unexpected	88	88	ist	vp_coord	der Bauer lacht und sind klein	4
177	expected	89	89	ist	vp_coord	der Bauer lacht und ist groß	4
178	unexpected	89	89	ist	vp_coord	der Bauer lacht und sind groß	4
179	expected	90	90	ist	vp_coord	der Bauer lacht und ist alt	4
180	unexpected	90	90	ist	vp_coord	der Bauer lacht und sind alt	4
181	expected	91	91	ist	vp_coord	der Bauer lacht und ist jung	4
182	unexpected	91	91	ist	vp_coord	der Bauer lacht und sind jung	4
183	expected	92	92	schwimmt	vp_coord	der Chirurg lacht und schwimmt	4
184	unexpected	92	92	schwimmt	vp_coord	der Chirurg lacht und schwimmen	4
185	expected	93	93	lacht	vp_coord	der Chirurg lacht und lacht	4
186	unexpected	93	93	lacht	vp_coord	der Chirurg lacht und lachen	4
187	expected	94	94	spricht	vp_coord	der Chirurg lacht und spricht	4
188	unexpected	94	94	spricht	vp_coord	der Chirurg lacht und sprechen	4
189	expected	95	95	ist	vp_coord	der Chirurg lacht und ist klein	4
190	unexpected	95	95	ist	vp_coord	der Chirurg lacht und sind klein	4
191	expected	96	96	ist	vp_coord	der Chirurg lacht und ist groß	4
192	unexpected	96	96	ist	vp_coord	der Chirurg lacht und sind groß	4
193	expected	97	97	ist	vp_coord	der Chirurg lacht und ist alt	4
194	unexpected	97	97	ist	vp_coord	der Chirurg lacht und sind alt	4
195	expected	98	98	ist	vp_coord	der Chirurg lacht und ist jung	4
196	unexpected	98	98	ist	vp_coord	der Chirurg lacht und sind jung	4
197	expected	99	99	schwimmt	vp_coord	der Senator lacht und schwimmt	4
198	unexpected	99	99	schwimmt	vp_coord	der Senator lacht und schwimmen	4
199	expected	100	100	lacht	vp_coord	der Senator lacht und lacht	4
200	unexpected	100	100	lacht	vp_coord	der Senator lacht und lachen	4
201	expected	101	101	spricht	vp_coord	der Senator lacht und spricht	4
202	unexpected	101	101	spricht	vp_coord	der Senator lacht und sprechen	4
203	expected	102	102	ist	vp_coord	der Senator lacht und ist klein	4
204	unexpected	102	102	ist	vp_coord	der Senator lacht und sind klein	4
205	expected	103	103	ist	vp_coord	der Senator lacht und ist groß	4
206	unexpected	103	103	ist	vp_coord	der Senator lacht und sind groß	4
207	expected	104	104	ist	vp_coord	der Senator lacht und ist alt	4
208	unexpected	104	104	ist	vp_coord	der Senator lacht und sind alt	4
209	expected	105	105	ist	vp_coord	der Senator lacht und ist jung	4
210	unexpected	105	105	ist	vp_coord	der Senator lacht und sind jung	4
211	expected	106	106	schwimmt	vp_coord	der Lehrer lacht und schwimmt	4
212	unexpected	106	106	schwimmt	vp_coord	der Lehrer lacht und schwimmen	4
213	expected	107	107	lacht	vp_coord	der Lehrer lacht und lacht	4
214	unexpected	107	107	lacht	vp_coord	der Lehrer lacht und lachen	4
215	expected	108	108	spricht	vp_coord	der Lehrer lacht und spricht	4
216	unexpected	108	108	spricht	vp_coord	der Lehrer lacht und sprechen	4
217	expected	109	109	ist	vp_coord	der Lehrer lacht und ist klein	4
218	unexpected	109	109	ist	vp_coord	der Lehrer lacht und sind klein	4
219	expected	110	110	ist	vp_coord	der Lehrer lacht und ist groß	4
220	unexpected	110	110	ist	vp_coord	der Lehrer lacht und sind groß	4
221	expected	111	111	ist	vp_coord	der Lehrer lacht und ist alt	4
222	unexpected	111	111	ist	vp_coord	der Lehrer lacht und sind alt	4
223	expected	112	112	ist	vp_coord	der Lehrer lacht und ist jung	4
224	unexpected	112	112	ist	vp_coord	der Lehrer lacht und sind jung	4
225	expected	113	113	schwimmt	vp_coord	der Kunde lacht und schwimmt	4
226	unexpected	113	113	schwimmt	vp_coord	der Kunde lacht und schwimmen	4
227	expected	114	114	lacht	vp_coord	der Kunde lacht und lacht	4
228	unexpected	114	114	lacht	vp_coord	der Kunde lacht und lachen	4
229	expected	115	115	spricht	vp_coord	der Kunde lacht und spricht	4
230	unexpected	115	115	spricht	vp_coord	der Kunde lacht und sprechen	4
231	expected	116	116	ist	vp_coord	der Kunde lacht und ist klein	4
232	unexpected	116	116	ist	vp_coord	der Kunde lacht und sind klein	4
233	expected	117	117	ist	vp_coord	der Kunde lacht und ist groß	4
234	unexpected	117	117	ist	vp_coord	der Kunde lacht und sind groß	4
235	expected	118	118	ist	vp_coord	der Kunde lacht und ist alt	4
236	unexpected	118	118	ist	vp_coord	der Kunde lacht und sind alt	4
237	expected	119	119	ist	vp_coord	der Kunde lacht und ist jung	4
238	unexpected	119	119	ist	vp_coord	der Kunde lacht und sind jung	4
239	expected	120	120	schwimmt	vp_coord	der Polizist lacht und schwimmt	4
240	unexpected	120	120	schwimmt	vp_coord	der Polizist lacht und schwimmen	4
241	expected	121	121	lacht	vp_coord	der Polizist lacht und lacht	4
242	unexpected	121	121	lacht	vp_coord	der Polizist lacht und lachen	4
243	expected	122	122	spricht	vp_coord	der Polizist lacht und spricht	4
244	unexpected	122	122	spricht	vp_coord	der Polizist lacht und sprechen	4
245	expected	123	123	ist	vp_coord	der Polizist lacht und ist klein	4
246	unexpected	123	123	ist	vp_coord	der Polizist lacht und sind klein	4
247	expected	124	124	ist	vp_coord	der Polizist lacht und ist groß	4
248	unexpected	124	124	ist	vp_coord	der Polizist lacht und sind groß	4
249	expected	125	125	ist	vp_coord	der Polizist lacht und ist alt	4
250	unexpected	125	125	ist	vp_coord	der Polizist lacht und sind alt	4
251	expected	126	126	ist	vp_coord	der Polizist lacht und ist jung	4
252	unexpected	126	126	ist	vp_coord	der Polizist lacht und sind jung	4
253	expected	127	127	schwimmt	vp_coord	der Pilot lacht und schwimmt	4
254	unexpected	127	127	schwimmt	vp_coord	der Pilot lacht und schwimmen	4
255	expected	128	128	lacht	vp_coord	der Pilot lacht und lacht	4
256	unexpected	128	128	lacht	vp_coord	der Pilot lacht und lachen	4
257	expected	129	129	spricht	vp_coord	der Pilot lacht und spricht	4
258	unexpected	129	129	spricht	vp_coord	der Pilot lacht und sprechen	4
259	expected	130	130	ist	vp_coord	der Pilot lacht und ist klein	4
260	unexpected	130	130	ist	vp_coord	der Pilot lacht und sind klein	4
261	expected	131	131	ist	vp_coord	der Pilot lacht und ist groß	4
262	unexpected	131	131	ist	vp_coord	der Pilot lacht und sind groß	4
263	expected	132	132	ist	vp_coord	der Pilot lacht und ist alt	4
264	unexpected	132	132	ist	vp_coord	der Pilot lacht und sind alt	4
265	expected	133	133	ist	vp_coord	der Pilot lacht und ist jung	4
266	unexpected	133	133	ist	vp_coord	der Pilot lacht und sind jung	4
267	expected	134	134	schwimmt	vp_coord	der Berater lacht und schwimmt	4
268	unexpected	134	134	schwimmt	vp_coord	der Berater lacht und schwimmen	4
269	expected	135	135	lacht	vp_coord	der Berater lacht und lacht	4
270	unexpected	135	135	lacht	vp_coord	der Berater lacht und lachen	4
271	expected	136	136	spricht	vp_coord	der Berater lacht und spricht	4
272	unexpected	136	136	spricht	vp_coord	der Berater lacht und sprechen	4
273	expected	137	137	ist	vp_coord	der Berater lacht und ist klein	4
274	unexpected	137	137	ist	vp_coord	der Berater lacht und sind klein	4
275	expected	138	138	ist	vp_coord	der Berater lacht und ist groß	4
276	unexpected	138	138	ist	vp_coord	der Berater lacht und sind groß	4
277	expected	139	139	ist	vp_coord	der Berater lacht und ist alt	4
278	unexpected	139	139	ist	vp_coord	der Berater lacht und sind alt	4
279	expected	140	140	ist	vp_coord	der Berater lacht und ist jung	4
280	unexpected	140	140	ist	vp_coord	der Berater lacht und sind jung	4
281	expected	141	141	schwimmt	vp_coord	der Schriftsteller spricht und schwimmt	4
282	unexpected	141	141	schwimmt	vp_coord	der Schriftsteller spricht und schwimmen	4
283	expected	142	142	lacht	vp_coord	der Schriftsteller spricht und lacht	4
284	unexpected	142	142	lacht	vp_coord	der Schriftsteller spricht und lachen	4
285	expected	143	143	spricht	vp_coord	der Schriftsteller spricht und spricht	4
286	unexpected	143	143	spricht	vp_coord	der Schriftsteller spricht und sprechen	4
287	expected	144	144	ist	vp_coord	der Schriftsteller spricht und ist klein	4
288	unexpected	144	144	ist	vp_coord	der Schriftsteller spricht und sind klein	4
289	expected	145	145	ist	vp_coord	der Schriftsteller spricht und ist groß	4
290	unexpected	145	145	ist	vp_coord	der Schriftsteller spricht und sind groß	4
291	expected	146	146	ist	vp_coord	der Schriftsteller spricht und ist alt	4
292	unexpected	146	146	ist	vp_coord	der Schriftsteller spricht und sind alt	4
293	expected	147	147	ist	vp_coord	der Schriftsteller spricht und ist jung	4
294	unexpected	147	147	ist	vp_coord	der Schriftsteller spricht und sind jung	4
295	expected	148	148	schwimmt	vp_coord	der Direktor spricht und schwimmt	4
296	unexpected	148	148	schwimmt	vp_coord	der Direktor spricht und schwimmen	4
297	expected	149	149	lacht	vp_coord	der Direktor spricht und lacht	4
298	unexpected	149	149	lacht	vp_coord	der Direktor spricht und lachen	4
299	expected	150	150	spricht	vp_coord	der Direktor spricht und spricht	4
300	unexpected	150	150	spricht	vp_coord	der Direktor spricht und sprechen	4
301	expected	151	151	ist	vp_coord	der Direktor spricht und ist klein	4
302	unexpected	151	151	ist	vp_coord	der Direktor spricht und sind klein	4
303	expected	152	152	ist	vp_coord	der Direktor spricht und ist groß	4
304	unexpected	152	152	ist	vp_coord	der Direktor spricht und sind groß	4
305	expected	153	153	ist	vp_coord	der Direktor spricht und ist alt	4
306	unexpected	153	153	ist	vp_coord	der Direktor spricht und sind alt	4
307	expected	154	154	ist	vp_coord	der Direktor spricht und ist jung	4
308	unexpected	154	154	ist	vp_coord	der Direktor spricht und sind jung	4
309	expected	155	155	schwimmt	vp_coord	der Bauer spricht und schwimmt	4
310	unexpected	155	155	schwimmt	vp_coord	der Bauer spricht und schwimmen	4
311	expected	156	156	lacht	vp_coord	der Bauer spricht und lacht	4
312	unexpected	156	156	lacht	vp_coord	der Bauer spricht und lachen	4
313	expected	157	157	spricht	vp_coord	der Bauer spricht und spricht	4
314	unexpected	157	157	spricht	vp_coord	der Bauer spricht und sprechen	4
315	expected	158	158	ist	vp_coord	der Bauer spricht und ist klein	4
316	unexpected	158	158	ist	vp_coord	der Bauer spricht und sind klein	4
317	expected	159	159	ist	vp_coord	der Bauer spricht und ist groß	4
318	unexpected	159	159	ist	vp_coord	der Bauer spricht und sind groß	4
319	expected	160	160	ist	vp_coord	der Bauer spricht und ist alt	4
320	unexpected	160	160	ist	vp_coord	der Bauer spricht und sind alt	4
321	expected	161	161	ist	vp_coord	der Bauer spricht und ist jung	4
322	unexpected	161	161	ist	vp_coord	der Bauer spricht und sind jung	4
323	expected	162	162	schwimmt	vp_coord	der Chirurg spricht und schwimmt	4
324	unexpected	162	162	schwimmt	vp_coord	der Chirurg spricht und schwimmen	4
325	expected	163	163	lacht	vp_coord	der Chirurg spricht und lacht	4
326	unexpected	163	163	lacht	vp_coord	der Chirurg spricht und lachen	4
327	expected	164	164	spricht	vp_coord	der Chirurg spricht und spricht	4
328	unexpected	164	164	spricht	vp_coord	der Chirurg spricht und sprechen	4
329	expected	165	165	ist	vp_coord	der Chirurg spricht und ist klein	4
330	unexpected	165	165	ist	vp_coord	der Chirurg spricht und sind klein	4
331	expected	166	166	ist	vp_coord	der Chirurg spricht und ist groß	4
332	unexpected	166	166	ist	vp_coord	der Chirurg spricht und sind groß	4
333	expected	167	167	ist	vp_coord	der Chirurg spricht und ist alt	4
334	unexpected	167	167	ist	vp_coord	der Chirurg spricht und sind alt	4
335	expected	168	168	ist	vp_coord	der Chirurg spricht und ist jung	4
336	unexpected	168	168	ist	vp_coord	der Chirurg spricht und sind jung	4
337	expected	169	169	schwimmt	vp_coord	der Senator spricht und schwimmt	4
338	unexpected	169	169	schwimmt	vp_coord	der Senator spricht und schwimmen	4
339	expected	170	170	lacht	vp_coord	der Senator spricht und lacht	4
340	unexpected	170	170	lacht	vp_coord	der Senator spricht und lachen	4
341	expected	171	171	spricht	vp_coord	der Senator spricht und spricht	4
342	unexpected	171	171	spricht	vp_coord	der Senator spricht und sprechen	4
343	expected	172	172	ist	vp_coord	der Senator spricht und ist klein	4
344	unexpected	172	172	ist	vp_coord	der Senator spricht und sind klein	4
345	expected	173	173	ist	vp_coord	der Senator spricht und ist groß	4
346	unexpected	173	173	ist	vp_coord	der Senator spricht und sind groß	4
347	expected	174	174	ist	vp_coord	der Senator spricht und ist alt	4
348	unexpected	174	174	ist	vp_coord	der Senator spricht und sind alt	4
349	expected	175	175	ist	vp_coord	der Senator spricht und ist jung	4
350	unexpected	175	175	ist	vp_coord	der Senator spricht und sind jung	4
351	expected	176	176	schwimmt	vp_coord	der Lehrer spricht und schwimmt	4
352	unexpected	176	176	schwimmt	vp_coord	der Lehrer spricht und schwimmen	4
353	expected	177	177	lacht	vp_coord	der Lehrer spricht und lacht	4
354	unexpected	177	177	lacht	vp_coord	der Lehrer spricht und lachen	4
355	expected	178	178	spricht	vp_coord	der Lehrer spricht und spricht	4
356	unexpected	178	178	spricht	vp_coord	der Lehrer spricht und sprechen	4
357	expected	179	179	ist	vp_coord	der Lehrer spricht und ist klein	4
358	unexpected	179	179	ist	vp_coord	der Lehrer spricht und sind klein	4
359	expected	180	180	ist	vp_coord	der Lehrer spricht und ist groß	4
360	unexpected	180	180	ist	vp_coord	der Lehrer spricht und sind groß	4
361	expected	181	181	ist	vp_coord	der Lehrer spricht und ist alt	4
362	unexpected	181	181	ist	vp_coord	der Lehrer spricht und sind alt	4
363	expected	182	182	ist	vp_coord	der Lehrer spricht und ist jung	4
364	unexpected	182	182	ist	vp_coord	der Lehrer spricht und sind jung	4
365	expected	183	183	schwimmt	vp_coord	der Kunde spricht und schwimmt	4
366	unexpected	183	183	schwimmt	vp_coord	der Kunde spricht und schwimmen	4
367	expected	184	184	lacht	vp_coord	der Kunde spricht und lacht	4
368	unexpected	184	184	lacht	vp_coord	der Kunde spricht und lachen	4
369	expected	185	185	spricht	vp_coord	der Kunde spricht und spricht	4
370	unexpected	185	185	spricht	vp_coord	der Kunde spricht und sprechen	4
371	expected	186	186	ist	vp_coord	der Kunde spricht und ist klein	4
372	unexpected	186	186	ist	vp_coord	der Kunde spricht und sind klein	4
373	expected	187	187	ist	vp_coord	der Kunde spricht und ist groß	4
374	unexpected	187	187	ist	vp_coord	der Kunde spricht und sind groß	4
375	expected	188	188	ist	vp_coord	der Kunde spricht und ist alt	4
376	unexpected	188	188	ist	vp_coord	der Kunde spricht und sind alt	4
377	expected	189	189	ist	vp_coord	der Kunde spricht und ist jung	4
378	unexpected	189	189	ist	vp_coord	der Kunde spricht und sind jung	4
379	expected	190	190	schwimmt	vp_coord	der Polizist spricht und schwimmt	4
