sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
92	unexpected	46	46	spricht	long_vp_coord	der Berater spricht viele verschiedene Sprachen und sprechen viele verschiedene Sprachen	7
93	expected	47	47	sieht	long_vp_coord	der Berater spricht viele verschiedene Sprachen und sieht gern Fernsehprogramme	7
94	unexpected	47	47	sieht	long_vp_coord	der Berater spricht viele verschiedene Sprachen und sehen gern Fernsehprogramme	7
95	expected	48	48	ist	long_vp_coord	der Berater spricht viele verschiedene Sprachen und ist zwanzig Jahre alt	7
96	unexpected	48	48	ist	long_vp_coord	der Berater spricht viele verschiedene Sprachen und sind zwanzig Jahre alt	7
97	expected	49	49	mag	long_vp_coord	der Berater spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	7
98	unexpected	49	49	mag	long_vp_coord	der Berater spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	7
99	expected	50	50	schreibt	long_vp_coord	der Berater spricht viele verschiedene Sprachen und schreibt jeden Tag in seinem Journal	7
100	unexpected	50	50	schreibt	long_vp_coord	der Berater spricht viele verschiedene Sprachen und schreiben jeden Tag in seinem Journal	7
101	expected	51	51	spricht	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
102	unexpected	51	51	spricht	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
103	expected	52	52	sieht	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
104	unexpected	52	52	sieht	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
105	expected	53	53	ist	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
106	unexpected	53	53	ist	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
107	expected	54	54	mag	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
108	unexpected	54	54	mag	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
109	expected	55	55	schreibt	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
110	unexpected	55	55	schreibt	long_vp_coord	der Schriftsteller sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
111	expected	56	56	spricht	long_vp_coord	der Direktor sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
112	unexpected	56	56	spricht	long_vp_coord	der Direktor sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
113	expected	57	57	sieht	long_vp_coord	der Direktor sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
114	unexpected	57	57	sieht	long_vp_coord	der Direktor sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
115	expected	58	58	ist	long_vp_coord	der Direktor sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
116	unexpected	58	58	ist	long_vp_coord	der Direktor sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
117	expected	59	59	mag	long_vp_coord	der Direktor sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
118	unexpected	59	59	mag	long_vp_coord	der Direktor sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
119	expected	60	60	schreibt	long_vp_coord	der Direktor sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
120	unexpected	60	60	schreibt	long_vp_coord	der Direktor sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
121	expected	61	61	spricht	long_vp_coord	der Bauer sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
122	unexpected	61	61	spricht	long_vp_coord	der Bauer sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
123	expected	62	62	sieht	long_vp_coord	der Bauer sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
124	unexpected	62	62	sieht	long_vp_coord	der Bauer sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
125	expected	63	63	ist	long_vp_coord	der Bauer sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
126	unexpected	63	63	ist	long_vp_coord	der Bauer sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
127	expected	64	64	mag	long_vp_coord	der Bauer sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
128	unexpected	64	64	mag	long_vp_coord	der Bauer sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
129	expected	65	65	schreibt	long_vp_coord	der Bauer sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
130	unexpected	65	65	schreibt	long_vp_coord	der Bauer sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
131	expected	66	66	spricht	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
132	unexpected	66	66	spricht	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
133	expected	67	67	sieht	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
134	unexpected	67	67	sieht	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
135	expected	68	68	ist	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
136	unexpected	68	68	ist	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
137	expected	69	69	mag	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
138	unexpected	69	69	mag	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
139	expected	70	70	schreibt	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
140	unexpected	70	70	schreibt	long_vp_coord	der Chirurg sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
141	expected	71	71	spricht	long_vp_coord	der Senator sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
142	unexpected	71	71	spricht	long_vp_coord	der Senator sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
143	expected	72	72	sieht	long_vp_coord	der Senator sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
144	unexpected	72	72	sieht	long_vp_coord	der Senator sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
145	expected	73	73	ist	long_vp_coord	der Senator sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
146	unexpected	73	73	ist	long_vp_coord	der Senator sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
147	expected	74	74	mag	long_vp_coord	der Senator sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
148	unexpected	74	74	mag	long_vp_coord	der Senator sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
149	expected	75	75	schreibt	long_vp_coord	der Senator sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
150	unexpected	75	75	schreibt	long_vp_coord	der Senator sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
151	expected	76	76	spricht	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
152	unexpected	76	76	spricht	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
153	expected	77	77	sieht	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
154	unexpected	77	77	sieht	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
155	expected	78	78	ist	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
156	unexpected	78	78	ist	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
157	expected	79	79	mag	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
158	unexpected	79	79	mag	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
159	expected	80	80	schreibt	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
160	unexpected	80	80	schreibt	long_vp_coord	der Lehrer sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
161	expected	81	81	spricht	long_vp_coord	der Kunde sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
162	unexpected	81	81	spricht	long_vp_coord	der Kunde sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
163	expected	82	82	sieht	long_vp_coord	der Kunde sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
164	unexpected	82	82	sieht	long_vp_coord	der Kunde sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
165	expected	83	83	ist	long_vp_coord	der Kunde sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
166	unexpected	83	83	ist	long_vp_coord	der Kunde sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
167	expected	84	84	mag	long_vp_coord	der Kunde sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
168	unexpected	84	84	mag	long_vp_coord	der Kunde sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
169	expected	85	85	schreibt	long_vp_coord	der Kunde sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
170	unexpected	85	85	schreibt	long_vp_coord	der Kunde sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
171	expected	86	86	spricht	long_vp_coord	der Polizist sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
172	unexpected	86	86	spricht	long_vp_coord	der Polizist sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
173	expected	87	87	sieht	long_vp_coord	der Polizist sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
174	unexpected	87	87	sieht	long_vp_coord	der Polizist sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
175	expected	88	88	ist	long_vp_coord	der Polizist sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
176	unexpected	88	88	ist	long_vp_coord	der Polizist sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
177	expected	89	89	mag	long_vp_coord	der Polizist sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
178	unexpected	89	89	mag	long_vp_coord	der Polizist sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
179	expected	90	90	schreibt	long_vp_coord	der Polizist sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
180	unexpected	90	90	schreibt	long_vp_coord	der Polizist sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
181	expected	91	91	spricht	long_vp_coord	der Pilot sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
182	unexpected	91	91	spricht	long_vp_coord	der Pilot sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
183	expected	92	92	sieht	long_vp_coord	der Pilot sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
184	unexpected	92	92	sieht	long_vp_coord	der Pilot sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
185	expected	93	93	ist	long_vp_coord	der Pilot sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
186	unexpected	93	93	ist	long_vp_coord	der Pilot sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
187	expected	94	94	mag	long_vp_coord	der Pilot sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
188	unexpected	94	94	mag	long_vp_coord	der Pilot sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
189	expected	95	95	schreibt	long_vp_coord	der Pilot sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
190	unexpected	95	95	schreibt	long_vp_coord	der Pilot sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
191	expected	96	96	spricht	long_vp_coord	der Berater sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	6
192	unexpected	96	96	spricht	long_vp_coord	der Berater sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	6
193	expected	97	97	sieht	long_vp_coord	der Berater sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	6
194	unexpected	97	97	sieht	long_vp_coord	der Berater sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	6
195	expected	98	98	ist	long_vp_coord	der Berater sieht gern Fernsehprogramme und ist zwanzig Jahre alt	6
196	unexpected	98	98	ist	long_vp_coord	der Berater sieht gern Fernsehprogramme und sind zwanzig Jahre alt	6
197	expected	99	99	mag	long_vp_coord	der Berater sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	6
198	unexpected	99	99	mag	long_vp_coord	der Berater sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	6
199	expected	100	100	schreibt	long_vp_coord	der Berater sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	6
200	unexpected	100	100	schreibt	long_vp_coord	der Berater sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	6
201	expected	101	101	spricht	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	7
202	unexpected	101	101	spricht	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	7
203	expected	102	102	sieht	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und sieht gern Fernsehprogramme	7
204	unexpected	102	102	sieht	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und sehen gern Fernsehprogramme	7
205	expected	103	103	ist	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und ist zwanzig Jahre alt	7
206	unexpected	103	103	ist	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und sind zwanzig Jahre alt	7
207	expected	104	104	mag	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	7
208	unexpected	104	104	mag	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	7
209	expected	105	105	schreibt	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	7
210	unexpected	105	105	schreibt	long_vp_coord	der Schriftsteller ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	7
211	expected	106	106	spricht	long_vp_coord	der Direktor ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	7
212	unexpected	106	106	spricht	long_vp_coord	der Direktor ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	7
213	expected	107	107	sieht	long_vp_coord	der Direktor ist zwanzig Jahre alt und sieht gern Fernsehprogramme	7
214	unexpected	107	107	sieht	long_vp_coord	der Direktor ist zwanzig Jahre alt und sehen gern Fernsehprogramme	7
215	expected	108	108	ist	long_vp_coord	der Direktor ist zwanzig Jahre alt und ist zwanzig Jahre alt	7
216	unexpected	108	108	ist	long_vp_coord	der Direktor ist zwanzig Jahre alt und sind zwanzig Jahre alt	7
217	expected	109	109	mag	long_vp_coord	der Direktor ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	7
218	unexpected	109	109	mag	long_vp_coord	der Direktor ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	7
219	expected	110	110	schreibt	long_vp_coord	der Direktor ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	7
220	unexpected	110	110	schreibt	long_vp_coord	der Direktor ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	7
221	expected	111	111	spricht	long_vp_coord	der Bauer ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	7
222	unexpected	111	111	spricht	long_vp_coord	der Bauer ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	7
223	expected	112	112	sieht	long_vp_coord	der Bauer ist zwanzig Jahre alt und sieht gern Fernsehprogramme	7
224	unexpected	112	112	sieht	long_vp_coord	der Bauer ist zwanzig Jahre alt und sehen gern Fernsehprogramme	7
225	expected	113	113	ist	long_vp_coord	der Bauer ist zwanzig Jahre alt und ist zwanzig Jahre alt	7
