sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
38	unexpected	19	19	שוחה	simple_agrmt	ה חקלאי שוחים	2
39	expected	20	20	חי	simple_agrmt	ה חקלאי חי	2
40	unexpected	20	20	חי	simple_agrmt	ה חקלאי חיים	2
41	expected	21	21	צוחק	simple_agrmt	ה חקלאי צוחק	2
42	unexpected	21	21	צוחק	simple_agrmt	ה חקלאי צוחקים	2
43	expected	22	22	רוקד	simple_agrmt	ה רופא רוקד	2
44	unexpected	22	22	רוקד	simple_agrmt	ה רופא רוקדים	2
45	expected	23	23	נוסע	simple_agrmt	ה רופא נוסע	2
46	unexpected	23	23	נוסע	simple_agrmt	ה רופא נוסעים	2
47	expected	24	24	רץ	simple_agrmt	ה רופא רץ	2
48	unexpected	24	24	רץ	simple_agrmt	ה רופא רצים	2
49	expected	25	25	ישן	simple_agrmt	ה רופא ישן	2
50	unexpected	25	25	ישן	simple_agrmt	ה רופא ישנים	2
51	expected	26	26	שוחה	simple_agrmt	ה רופא שוחה	2
52	unexpected	26	26	שוחה	simple_agrmt	ה רופא שוחים	2
53	expected	27	27	חי	simple_agrmt	ה רופא חי	2
54	unexpected	27	27	חי	simple_agrmt	ה רופא חיים	2
55	expected	28	28	צוחק	simple_agrmt	ה רופא צוחק	2
56	unexpected	28	28	צוחק	simple_agrmt	ה רופא צוחקים	2
57	expected	29	29	רוקד	simple_agrmt	ה טבח רוקד	2
58	unexpected	29	29	רוקד	simple_agrmt	ה טבח רוקדים	2
59	expected	30	30	נוסע	simple_agrmt	ה טבח נוסע	2
60	unexpected	30	30	נוסע	simple_agrmt	ה טבח נוסעים	2
61	expected	31	31	רץ	simple_agrmt	ה טבח רץ	2
62	unexpected	31	31	רץ	simple_agrmt	ה טבח רצים	2
63	expected	32	32	ישן	simple_agrmt	ה טבח ישן	2
64	unexpected	32	32	ישן	simple_agrmt	ה טבח ישנים	2
65	expected	33	33	שוחה	simple_agrmt	ה טבח שוחה	2
66	unexpected	33	33	שוחה	simple_agrmt	ה טבח שוחים	2
67	expected	34	34	חי	simple_agrmt	ה טבח חי	2
68	unexpected	34	34	חי	simple_agrmt	ה טבח חיים	2
69	expected	35	35	צוחק	simple_agrmt	ה טבח צוחק	2
70	unexpected	35	35	צוחק	simple_agrmt	ה טבח צוחקים	2
71	expected	36	36	רוקד	simple_agrmt	ה נהג רוקד	2
72	unexpected	36	36	רוקד	simple_agrmt	ה נהג רוקדים	2
73	expected	37	37	נוסע	simple_agrmt	ה נהג נוסע	2
74	unexpected	37	37	נוסע	simple_agrmt	ה נהג נוסעים	2
75	expected	38	38	רץ	simple_agrmt	ה נהג רץ	2
76	unexpected	38	38	רץ	simple_agrmt	ה נהג רצים	2
77	expected	39	39	ישן	simple_agrmt	ה נהג ישן	2
78	unexpected	39	39	ישן	simple_agrmt	ה נהג ישנים	2
79	expected	40	40	שוחה	simple_agrmt	ה נהג שוחה	2
80	unexpected	40	40	שוחה	simple_agrmt	ה נהג שוחים	2
81	expected	41	41	חי	simple_agrmt	ה נהג חי	2
82	unexpected	41	41	חי	simple_agrmt	ה נהג חיים	2
83	expected	42	42	צוחק	simple_agrmt	ה נהג צוחק	2
84	unexpected	42	42	צוחק	simple_agrmt	ה נהג צוחקים	2
85	expected	43	43	רוקד	simple_agrmt	ה חייל רוקד	2
86	unexpected	43	43	רוקד	simple_agrmt	ה חייל רוקדים	2
87	expected	44	44	נוסע	simple_agrmt	ה חייל נוסע	2
88	unexpected	44	44	נוסע	simple_agrmt	ה חייל נוסעים	2
89	expected	45	45	רץ	simple_agrmt	ה חייל רץ	2
90	unexpected	45	45	רץ	simple_agrmt	ה חייל רצים	2
91	expected	46	46	ישן	simple_agrmt	ה חייל ישן	2
92	unexpected	46	46	ישן	simple_agrmt	ה חייל ישנים	2
93	expected	47	47	שוחה	simple_agrmt	ה חייל שוחה	2
94	unexpected	47	47	שוחה	simple_agrmt	ה חייל שוחים	2
95	expected	48	48	חי	simple_agrmt	ה חייל חי	2
96	unexpected	48	48	חי	simple_agrmt	ה חייל חיים	2
97	expected	49	49	צוחק	simple_agrmt	ה חייל צוחק	2
98	unexpected	49	49	צוחק	simple_agrmt	ה חייל צוחקים	2
99	expected	50	50	רוקד	simple_agrmt	ה קצין רוקד	2
100	unexpected	50	50	רוקד	simple_agrmt	ה קצין רוקדים	2
101	expected	51	51	נוסע	simple_agrmt	ה קצין נוסע	2
102	unexpected	51	51	נוסע	simple_agrmt	ה קצין נוסעים	2
103	expected	52	52	רץ	simple_agrmt	ה קצין רץ	2
104	unexpected	52	52	רץ	simple_agrmt	ה קצין רצים	2
105	expected	53	53	ישן	simple_agrmt	ה קצין ישן	2
106	unexpected	53	53	ישן	simple_agrmt	ה קצין ישנים	2
107	expected	54	54	שוחה	simple_agrmt	ה קצין שוחה	2
108	unexpected	54	54	שוחה	simple_agrmt	ה קצין שוחים	2
109	expected	55	55	חי	simple_agrmt	ה קצין חי	2
110	unexpected	55	55	חי	simple_agrmt	ה קצין חיים	2
111	expected	56	56	צוחק	simple_agrmt	ה קצין צוחק	2
112	unexpected	56	56	צוחק	simple_agrmt	ה קצין צוחקים	2
113	expected	57	57	רוקד	simple_agrmt	ה טייס רוקד	2
114	unexpected	57	57	רוקד	simple_agrmt	ה טייס רוקדים	2
115	expected	58	58	נוסע	simple_agrmt	ה טייס נוסע	2
116	unexpected	58	58	נוסע	simple_agrmt	ה טייס נוסעים	2
117	expected	59	59	רץ	simple_agrmt	ה טייס רץ	2
118	unexpected	59	59	רץ	simple_agrmt	ה טייס רצים	2
119	expected	60	60	ישן	simple_agrmt	ה טייס ישן	2
120	unexpected	60	60	ישן	simple_agrmt	ה טייס ישנים	2
121	expected	61	61	שוחה	simple_agrmt	ה טייס שוחה	2
122	unexpected	61	61	שוחה	simple_agrmt	ה טייס שוחים	2
123	expected	62	62	חי	simple_agrmt	ה טייס חי	2
124	unexpected	62	62	חי	simple_agrmt	ה טייס חיים	2
125	expected	63	63	צוחק	simple_agrmt	ה טייס צוחק	2
126	unexpected	63	63	צוחק	simple_agrmt	ה טייס צוחקים	2
127	expected	64	64	רוקד	simple_agrmt	ה יועץ רוקד	2
128	unexpected	64	64	רוקד	simple_agrmt	ה יועץ רוקדים	2
129	expected	65	65	נוסע	simple_agrmt	ה יועץ נוסע	2
130	unexpected	65	65	נוסע	simple_agrmt	ה יועץ נוסעים	2
131	expected	66	66	רץ	simple_agrmt	ה יועץ רץ	2
132	unexpected	66	66	רץ	simple_agrmt	ה יועץ רצים	2
133	expected	67	67	ישן	simple_agrmt	ה יועץ ישן	2
134	unexpected	67	67	ישן	simple_agrmt	ה יועץ ישנים	2
135	expected	68	68	שוחה	simple_agrmt	ה יועץ שוחה	2
136	unexpected	68	68	שוחה	simple_agrmt	ה יועץ שוחים	2
137	expected	69	69	חי	simple_agrmt	ה יועץ חי	2
138	unexpected	69	69	חי	simple_agrmt	ה יועץ חיים	2
139	expected	70	70	צוחק	simple_agrmt	ה יועץ צוחק	2
140	unexpected	70	70	צוחק	simple_agrmt	ה יועץ צוחקים	2
141	expected	71	71	רוקדים	simple_agrmt	ה מלצרים רוקדים	2
142	unexpected	71	71	רוקדים	simple_agrmt	ה מלצרים רוקד	2
143	expected	72	72	נוסעים	simple_agrmt	ה מלצרים נוסעים	2
144	unexpected	72	72	נוסעים	simple_agrmt	ה מלצרים נוסע	2
145	expected	73	73	רצים	simple_agrmt	ה מלצרים רצים	2
146	unexpected	73	73	רצים	simple_agrmt	ה מלצרים רץ	2
147	expected	74	74	ישנים	simple_agrmt	ה מלצרים ישנים	2
148	unexpected	74	74	ישנים	simple_agrmt	ה מלצרים ישן	2
149	expected	75	75	שוחים	simple_agrmt	ה מלצרים שוחים	2
150	unexpected	75	75	שוחים	simple_agrmt	ה מלצרים שוחה	2
151	expected	76	76	חיים	simple_agrmt	ה מלצרים חיים	2
152	unexpected	76	76	חיים	simple_agrmt	ה מלצרים חי	2
153	expected	77	77	צוחקים	simple_agrmt	ה מלצרים צוחקים	2
154	unexpected	77	77	צוחקים	simple_agrmt	ה מלצרים צוחק	2
155	expected	78	78	רוקדים	simple_agrmt	ה מנהלים רוקדים	2
156	unexpected	78	78	רוקדים	simple_agrmt	ה מנהלים רוקד	2
157	expected	79	79	נוסעים	simple_agrmt	ה מנהלים נוסעים	2
158	unexpected	79	79	נוסעים	simple_agrmt	ה מנהלים נוסע	2
159	expected	80	80	רצים	simple_agrmt	ה מנהלים רצים	2
160	unexpected	80	80	רצים	simple_agrmt	ה מנהלים רץ	2
161	expected	81	81	ישנים	simple_agrmt	ה מנהלים ישנים	2
162	unexpected	81	81	ישנים	simple_agrmt	ה מנהלים ישן	2
163	expected	82	82	שוחים	simple_agrmt	ה מנהלים שוחים	2
164	unexpected	82	82	שוחים	simple_agrmt	ה מנהלים שוחה	2
165	expected	83	83	חיים	simple_agrmt	ה מנהלים חיים	2
166	unexpected	83	83	חיים	simple_agrmt	ה מנהלים חי	2
167	expected	84	84	צוחקים	simple_agrmt	ה מנהלים צוחקים	2
168	unexpected	84	84	צוחקים	simple_agrmt	ה מנהלים צוחק	2
169	expected	85	85	רוקדים	simple_agrmt	ה חקלאים רוקדים	2
170	unexpected	85	85	רוקדים	simple_agrmt	ה חקלאים רוקד	2
171	expected	86	86	נוסעים	simple_agrmt	ה חקלאים נוסעים	2
172	unexpected	86	86	נוסעים	simple_agrmt	ה חקלאים נוסע	2
173	expected	87	87	רצים	simple_agrmt	ה חקלאים רצים	2
174	unexpected	87	87	רצים	simple_agrmt	ה חקלאים רץ	2
175	expected	88	88	ישנים	simple_agrmt	ה חקלאים ישנים	2
176	unexpected	88	88	ישנים	simple_agrmt	ה חקלאים ישן	2
177	expected	89	89	שוחים	simple_agrmt	ה חקלאים שוחים	2
178	unexpected	89	89	שוחים	simple_agrmt	ה חקלאים שוחה	2
179	expected	90	90	חיים	simple_agrmt	ה חקלאים חיים	2
180	unexpected	90	90	חיים	simple_agrmt	ה חקלאים חי	2
181	expected	91	91	צוחקים	simple_agrmt	ה חקלאים צוחקים	2
182	unexpected	91	91	צוחקים	simple_agrmt	ה חקלאים צוחק	2
183	expected	92	92	רוקדים	simple_agrmt	ה רופאים רוקדים	2
184	unexpected	92	92	רוקדים	simple_agrmt	ה רופאים רוקד	2
185	expected	93	93	נוסעים	simple_agrmt	ה רופאים נוסעים	2
186	unexpected	93	93	נוסעים	simple_agrmt	ה רופאים נוסע	2
187	expected	94	94	רצים	simple_agrmt	ה רופאים רצים	2
188	unexpected	94	94	רצים	simple_agrmt	ה רופאים רץ	2
189	expected	95	95	ישנים	simple_agrmt	ה רופאים ישנים	2
190	unexpected	95	95	ישנים	simple_agrmt	ה רופאים ישן	2
191	expected	96	96	שוחים	simple_agrmt	ה רופאים שוחים	2
192	unexpected	96	96	שוחים	simple_agrmt	ה רופאים שוחה	2
193	expected	97	97	חיים	simple_agrmt	ה רופאים חיים	2
194	unexpected	97	97	חיים	simple_agrmt	ה רופאים חי	2
195	expected	98	98	צוחקים	simple_agrmt	ה רופאים צוחקים	2
196	unexpected	98	98	צוחקים	simple_agrmt	ה רופאים צוחק	2
197	expected	99	99	רוקדים	simple_agrmt	ה טבחים רוקדים	2
198	unexpected	99	99	רוקדים	simple_agrmt	ה טבחים רוקד	2
199	expected	100	100	נוסעים	simple_agrmt	ה טבחים נוסעים	2
200	unexpected	100	100	נוסעים	simple_agrmt	ה טבחים נוסע	2
201	expected	101	101	רצים	simple_agrmt	ה טבחים רצים	2
202	unexpected	101	101	רצים	simple_agrmt	ה טבחים רץ	2
203	expected	102	102	ישנים	simple_agrmt	ה טבחים ישנים	2
204	unexpected	102	102	ישנים	simple_agrmt	ה טבחים ישן	2
205	expected	103	103	שוחים	simple_agrmt	ה טבחים שוחים	2
206	unexpected	103	103	שוחים	simple_agrmt	ה טבחים שוחה	2
207	expected	104	104	חיים	simple_agrmt	ה טבחים חיים	2
208	unexpected	104	104	חיים	simple_agrmt	ה טבחים חי	2
209	expected	105	105	צוחקים	simple_agrmt	ה טבחים צוחקים	2
210	unexpected	105	105	צוחקים	simple_agrmt	ה טבחים צוחק	2
211	expected	106	106	רוקדים	simple_agrmt	ה נהגים רוקדים	2
212	unexpected	106	106	רוקדים	simple_agrmt	ה נהגים רוקד	2
213	expected	107	107	נוסעים	simple_agrmt	ה נהגים נוסעים	2
214	unexpected	107	107	נוסעים	simple_agrmt	ה נהגים נוסע	2
215	expected	108	108	רצים	simple_agrmt	ה נהגים רצים	2
216	unexpected	108	108	רצים	simple_agrmt	ה נהגים רץ	2
217	expected	109	109	ישנים	simple_agrmt	ה נהגים ישנים	2
218	unexpected	109	109	ישנים	simple_agrmt	ה נהגים ישן	2
219	expected	110	110	שוחים	simple_agrmt	ה נהגים שוחים	2
220	unexpected	110	110	שוחים	simple_agrmt	ה נהגים שוחה	2
221	expected	111	111	חיים	simple_agrmt	ה נהגים חיים	2
222	unexpected	111	111	חיים	simple_agrmt	ה נהגים חי	2
223	expected	112	112	צוחקים	simple_agrmt	ה נהגים צוחקים	2
224	unexpected	112	112	צוחקים	simple_agrmt	ה נהגים צוחק	2
225	expected	113	113	רוקדים	simple_agrmt	ה חיילים רוקדים	2
226	unexpected	113	113	רוקדים	simple_agrmt	ה חיילים רוקד	2
227	expected	114	114	נוסעים	simple_agrmt	ה חיילים נוסעים	2
228	unexpected	114	114	נוסעים	simple_agrmt	ה חיילים נוסע	2
229	expected	115	115	רצים	simple_agrmt	ה חיילים רצים	2
230	unexpected	115	115	רצים	simple_agrmt	ה חיילים רץ	2
231	expected	116	116	ישנים	simple_agrmt	ה חיילים ישנים	2
232	unexpected	116	116	ישנים	simple_agrmt	ה חיילים ישן	2
233	expected	117	117	שוחים	simple_agrmt	ה חיילים שוחים	2
234	unexpected	117	117	שוחים	simple_agrmt	ה חיילים שוחה	2
235	expected	118	118	חיים	simple_agrmt	ה חיילים חיים	2
236	unexpected	118	118	חיים	simple_agrmt	ה חיילים חי	2
237	expected	119	119	צוחקים	simple_agrmt	ה חיילים צוחקים	2
238	unexpected	119	119	צוחקים	simple_agrmt	ה חיילים צוחק	2
239	expected	120	120	רוקדים	simple_agrmt	ה קצינים רוקדים	2
240	unexpected	120	120	רוקדים	simple_agrmt	ה קצינים רוקד	2
241	expected	121	121	נוסעים	simple_agrmt	ה קצינים נוסעים	2
242	unexpected	121	121	נוסעים	simple_agrmt	ה קצינים נוסע	2
243	expected	122	122	רצים	simple_agrmt	ה קצינים רצים	2
244	unexpected	122	122	רצים	simple_agrmt	ה קצינים רץ	2
245	expected	123	123	ישנים	simple_agrmt	ה קצינים ישנים	2
246	unexpected	123	123	ישנים	simple_agrmt	ה קצינים ישן	2
247	expected	124	124	שוחים	simple_agrmt	ה קצינים שוחים	2
248	unexpected	124	124	שוחים	simple_agrmt	ה קצינים שוחה	2
249	expected	125	125	חיים	simple_agrmt	ה קצינים חיים	2
250	unexpected	125	125	חיים	simple_agrmt	ה קצינים חי	2
251	expected	126	126	צוחקים	simple_agrmt	ה קצינים צוחקים	2
252	unexpected	126	126	צוחקים	simple_agrmt	ה קצינים צוחק	2
253	expected	127	127	רוקדים	simple_agrmt	ה טייסים רוקדים	2
254	unexpected	127	127	רוקדים	simple_agrmt	ה טייסים רוקד	2
255	expected	128	128	נוסעים	simple_agrmt	ה טייסים נוסעים	2
256	unexpected	128	128	נוסעים	simple_agrmt	ה טייסים נוסע	2
257	expected	129	129	רצים	simple_agrmt	ה טייסים רצים	2
258	unexpected	129	129	רצים	simple_agrmt	ה טייסים רץ	2
259	expected	130	130	ישנים	simple_agrmt	ה טייסים ישנים	2
260	unexpected	130	130	ישנים	simple_agrmt	ה טייסים ישן	2
261	expected	131	131	שוחים	simple_agrmt	ה טייסים שוחים	2
262	unexpected	131	131	שוחים	simple_agrmt	ה טייסים שוחה	2
263	expected	132	132	חיים	simple_agrmt	ה טייסים חיים	2
264	unexpected	132	132	חיים	simple_agrmt	ה טייסים חי	2
265	expected	133	133	צוחקים	simple_agrmt	ה טייסים צוחקים	2
266	unexpected	133	133	צוחקים	simple_agrmt	ה טייסים צוחק	2
267	expected	134	134	רוקדים	simple_agrmt	ה יועצים רוקדים	2
268	unexpected	134	134	רוקדים	simple_agrmt	ה יועצים רוקד	2
269	expected	135	135	נוסעים	simple_agrmt	ה יועצים נוסעים	2
270	unexpected	135	135	נוסעים	simple_agrmt	ה יועצים נוסע	2
271	expected	136	136	רצים	simple_agrmt	ה יועצים רצים	2
272	unexpected	136	136	רצים	simple_agrmt	ה יועצים רץ	2
273	expected	137	137	ישנים	simple_agrmt	ה יועצים ישנים	2
274	unexpected	137	137	ישנים	simple_agrmt	ה יועצים ישן	2
275	expected	138	138	שוחים	simple_agrmt	ה יועצים שוחים	2
276	unexpected	138	138	שוחים	simple_agrmt	ה יועצים שוחה	2
277	expected	139	139	חיים	simple_agrmt	ה יועצים חיים	2
278	unexpected	139	139	חיים	simple_agrmt	ה יועצים חי	2
279	expected	140	140	צוחקים	simple_agrmt	ה יועצים צוחקים	2
280	unexpected	140	140	צוחקים	simple_agrmt	ה יועצים צוחק	2
