sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
69	expected	35	35	interest	obj_rel_no_comp_across	the movies the chefs like interest people	5
70	unexpected	35	35	interest	obj_rel_no_comp_across	the movies the chefs like interests people	5
71	expected	36	36	are	obj_rel_no_comp_across	the movies the chefs admire are good	5
72	unexpected	36	36	are	obj_rel_no_comp_across	the movies the chefs admire is good	5
73	expected	37	37	are	obj_rel_no_comp_across	the movies the chefs admire are bad	5
74	unexpected	37	37	are	obj_rel_no_comp_across	the movies the chefs admire is bad	5
75	expected	38	38	are	obj_rel_no_comp_across	the movies the chefs admire are new	5
76	unexpected	38	38	are	obj_rel_no_comp_across	the movies the chefs admire is new	5
77	expected	39	39	are	obj_rel_no_comp_across	the movies the chefs admire are popular	5
78	unexpected	39	39	are	obj_rel_no_comp_across	the movies the chefs admire is popular	5
79	expected	40	40	are	obj_rel_no_comp_across	the movies the chefs admire are unpopular	5
80	unexpected	40	40	are	obj_rel_no_comp_across	the movies the chefs admire is unpopular	5
81	expected	41	41	bring	obj_rel_no_comp_across	the movies the chefs admire bring joy to people	5
82	unexpected	41	41	bring	obj_rel_no_comp_across	the movies the chefs admire brings joy to people	5
83	expected	42	42	interest	obj_rel_no_comp_across	the movies the chefs admire interest people	5
84	unexpected	42	42	interest	obj_rel_no_comp_across	the movies the chefs admire interests people	5
85	expected	43	43	are	obj_rel_no_comp_across	the movies the chefs hate are good	5
86	unexpected	43	43	are	obj_rel_no_comp_across	the movies the chefs hate is good	5
87	expected	44	44	are	obj_rel_no_comp_across	the movies the chefs hate are bad	5
88	unexpected	44	44	are	obj_rel_no_comp_across	the movies the chefs hate is bad	5
89	expected	45	45	are	obj_rel_no_comp_across	the movies the chefs hate are new	5
90	unexpected	45	45	are	obj_rel_no_comp_across	the movies the chefs hate is new	5
91	expected	46	46	are	obj_rel_no_comp_across	the movies the chefs hate are popular	5
92	unexpected	46	46	are	obj_rel_no_comp_across	the movies the chefs hate is popular	5
93	expected	47	47	are	obj_rel_no_comp_across	the movies the chefs hate are unpopular	5
94	unexpected	47	47	are	obj_rel_no_comp_across	the movies the chefs hate is unpopular	5
95	expected	48	48	bring	obj_rel_no_comp_across	the movies the chefs hate bring joy to people	5
96	unexpected	48	48	bring	obj_rel_no_comp_across	the movies the chefs hate brings joy to people	5
97	expected	49	49	interest	obj_rel_no_comp_across	the movies the chefs hate interest people	5
98	unexpected	49	49	interest	obj_rel_no_comp_across	the movies the chefs hate interests people	5
99	expected	50	50	are	obj_rel_no_comp_across	the movies the chefs love are good	5
100	unexpected	50	50	are	obj_rel_no_comp_across	the movies the chefs love is good	5
101	expected	51	51	are	obj_rel_no_comp_across	the movies the chefs love are bad	5
102	unexpected	51	51	are	obj_rel_no_comp_across	the movies the chefs love is bad	5
103	expected	52	52	are	obj_rel_no_comp_across	the movies the chefs love are new	5
104	unexpected	52	52	are	obj_rel_no_comp_across	the movies the chefs love is new	5
105	expected	53	53	are	obj_rel_no_comp_across	the movies the chefs love are popular	5
106	unexpected	53	53	are	obj_rel_no_comp_across	the movies the chefs love is popular	5
107	expected	54	54	are	obj_rel_no_comp_across	the movies the chefs love are unpopular	5
108	unexpected	54	54	are	obj_rel_no_comp_across	the movies the chefs love is unpopular	5
109	expected	55	55	bring	obj_rel_no_comp_across	the movies the chefs love bring joy to people	5
110	unexpected	55	55	bring	obj_rel_no_comp_across	the movies the chefs love brings joy to people	5
111	expected	56	56	interest	obj_rel_no_comp_across	the movies the chefs love interest people	5
112	unexpected	56	56	interest	obj_rel_no_comp_across	the movies the chefs love interests people	5
113	expected	57	57	are	obj_rel_no_comp_across	the movies the architects like are good	5
114	unexpected	57	57	are	obj_rel_no_comp_across	the movies the architects like is good	5
115	expected	58	58	are	obj_rel_no_comp_across	the movies the architects like are bad	5
116	unexpected	58	58	are	obj_rel_no_comp_across	the movies the architects like is bad	5
117	expected	59	59	are	obj_rel_no_comp_across	the movies the architects like are new	5
118	unexpected	59	59	are	obj_rel_no_comp_across	the movies the architects like is new	5
119	expected	60	60	are	obj_rel_no_comp_across	the movies the architects like are popular	5
120	unexpected	60	60	are	obj_rel_no_comp_across	the movies the architects like is popular	5
121	expected	61	61	are	obj_rel_no_comp_across	the movies the architects like are unpopular	5
122	unexpected	61	61	are	obj_rel_no_comp_across	the movies the architects like is unpopular	5
123	expected	62	62	bring	obj_rel_no_comp_across	the movies the architects like bring joy to people	5
124	unexpected	62	62	bring	obj_rel_no_comp_across	the movies the architects like brings joy to people	5
125	expected	63	63	interest	obj_rel_no_comp_across	the movies the architects like interest people	5
126	unexpected	63	63	interest	obj_rel_no_comp_across	the movies the architects like interests people	5
127	expected	64	64	are	obj_rel_no_comp_across	the movies the architects admire are good	5
128	unexpected	64	64	are	obj_rel_no_comp_across	the movies the architects admire is good	5
129	expected	65	65	are	obj_rel_no_comp_across	the movies the architects admire are bad	5
130	unexpected	65	65	are	obj_rel_no_comp_across	the movies the architects admire is bad	5
131	expected	66	66	are	obj_rel_no_comp_across	the movies the architects admire are new	5
132	unexpected	66	66	are	obj_rel_no_comp_across	the movies the architects admire is new	5
133	expected	67	67	are	obj_rel_no_comp_across	the movies the architects admire are popular	5
134	unexpected	67	67	are	obj_rel_no_comp_across	the movies the architects admire is popular	5
135	expected	68	68	are	obj_rel_no_comp_across	the movies the architects admire are unpopular	5
136	unexpected	68	68	are	obj_rel_no_comp_across	the movies the architects admire is unpopular	5
137	expected	69	69	bring	obj_rel_no_comp_across	the movies the architects admire bring joy to people	5
138	unexpected	69	69	bring	obj_rel_no_comp_across	the movies the architects admire brings joy to people	5
139	expected	70	70	interest	obj_rel_no_comp_across	the movies the architects admire interest people	5
140	unexpected	70	70	interest	obj_rel_no_comp_across	the movies the architects admire interests people	5
141	expected	71	71	are	obj_rel_no_comp_across	the movies the architects hate are good	5
142	unexpected	71	71	are	obj_rel_no_comp_across	the movies the architects hate is good	5
143	expected	72	72	are	obj_rel_no_comp_across	the movies the architects hate are bad	5
144	unexpected	72	72	are	obj_rel_no_comp_across	the movies the architects hate is bad	5
145	expected	73	73	are	obj_rel_no_comp_across	the movies the architects hate are new	5
146	unexpected	73	73	are	obj_rel_no_comp_across	the movies the architects hate is new	5
147	expected	74	74	are	obj_rel_no_comp_across	the movies the architects hate are popular	5
148	unexpected	74	74	are	obj_rel_no_comp_across	the movies the architects hate is popular	5
149	expected	75	75	are	obj_rel_no_comp_across	the movies the architects hate are unpopular	5
150	unexpected	75	75	are	obj_rel_no_comp_across	the movies the architects hate is unpopular	5
151	expected	76	76	bring	obj_rel_no_comp_across	the movies the architects hate bring joy to people	5
152	unexpected	76	76	bring	obj_rel_no_comp_across	the movies the architects hate brings joy to people	5
153	expected	77	77	interest	obj_rel_no_comp_across	the movies the architects hate interest people	5
154	unexpected	77	77	interest	obj_rel_no_comp_across	the movies the architects hate interests people	5
155	expected	78	78	are	obj_rel_no_comp_across	the movies the architects love are good	5
156	unexpected	78	78	are	obj_rel_no_comp_across	the movies the architects love is good	5
157	expected	79	79	are	obj_rel_no_comp_across	the movies the architects love are bad	5
158	unexpected	79	79	are	obj_rel_no_comp_across	the movies the architects love is bad	5
159	expected	80	80	are	obj_rel_no_comp_across	the movies the architects love are new	5
160	unexpected	80	80	are	obj_rel_no_comp_across	the movies the architects love is new	5
161	expected	81	81	are	obj_rel_no_comp_across	the movies the architects love are popular	5
162	unexpected	81	81	are	obj_rel_no_comp_across	the movies the architects love is popular	5
163	expected	82	82	are	obj_rel_no_comp_across	the movies the architects love are unpopular	5
164	unexpected	82	82	are	obj_rel_no_comp_across	the movies the architects love is unpopular	5
165	expected	83	83	bring	obj_rel_no_comp_across	the movies the architects love bring joy to people	5
166	unexpected	83	83	bring	obj_rel_no_comp_across	the movies the architects love brings joy to people	5
167	expected	84	84	interest	obj_rel_no_comp_across	the movies the architects love interest people	5
168	unexpected	84	84	interest	obj_rel_no_comp_across	the movies the architects love interests people	5
169	expected	85	85	are	obj_rel_no_comp_across	the movies the skaters like are good	5
170	unexpected	85	85	are	obj_rel_no_comp_across	the movies the skaters like is good	5
171	expected	86	86	are	obj_rel_no_comp_across	the movies the skaters like are bad	5
172	unexpected	86	86	are	obj_rel_no_comp_across	the movies the skaters like is bad	5
173	expected	87	87	are	obj_rel_no_comp_across	the movies the skaters like are new	5
174	unexpected	87	87	are	obj_rel_no_comp_across	the movies the skaters like is new	5
175	expected	88	88	are	obj_rel_no_comp_across	the movies the skaters like are popular	5
176	unexpected	88	88	are	obj_rel_no_comp_across	the movies the skaters like is popular	5
177	expected	89	89	are	obj_rel_no_comp_across	the movies the skaters like are unpopular	5
178	unexpected	89	89	are	obj_rel_no_comp_across	the movies the skaters like is unpopular	5
179	expected	90	90	bring	obj_rel_no_comp_across	the movies the skaters like bring joy to people	5
180	unexpected	90	90	bring	obj_rel_no_comp_across	the movies the skaters like brings joy to people	5
181	expected	91	91	interest	obj_rel_no_comp_across	the movies the skaters like interest people	5
182	unexpected	91	91	interest	obj_rel_no_comp_across	the movies the skaters like interests people	5
183	expected	92	92	are	obj_rel_no_comp_across	the movies the skaters admire are good	5
184	unexpected	92	92	are	obj_rel_no_comp_across	the movies the skaters admire is good	5
185	expected	93	93	are	obj_rel_no_comp_across	the movies the skaters admire are bad	5
186	unexpected	93	93	are	obj_rel_no_comp_across	the movies the skaters admire is bad	5
187	expected	94	94	are	obj_rel_no_comp_across	the movies the skaters admire are new	5
188	unexpected	94	94	are	obj_rel_no_comp_across	the movies the skaters admire is new	5
189	expected	95	95	are	obj_rel_no_comp_across	the movies the skaters admire are popular	5
190	unexpected	95	95	are	obj_rel_no_comp_across	the movies the skaters admire is popular	5
191	expected	96	96	are	obj_rel_no_comp_across	the movies the skaters admire are unpopular	5
192	unexpected	96	96	are	obj_rel_no_comp_across	the movies the skaters admire is unpopular	5
193	expected	97	97	bring	obj_rel_no_comp_across	the movies the skaters admire bring joy to people	5
194	unexpected	97	97	bring	obj_rel_no_comp_across	the movies the skaters admire brings joy to people	5
195	expected	98	98	interest	obj_rel_no_comp_across	the movies the skaters admire interest people	5
196	unexpected	98	98	interest	obj_rel_no_comp_across	the movies the skaters admire interests people	5
197	expected	99	99	are	obj_rel_no_comp_across	the movies the skaters hate are good	5
198	unexpected	99	99	are	obj_rel_no_comp_across	the movies the skaters hate is good	5
199	expected	100	100	are	obj_rel_no_comp_across	the movies the skaters hate are bad	5
200	unexpected	100	100	are	obj_rel_no_comp_across	the movies the skaters hate is bad	5
201	expected	101	101	are	obj_rel_no_comp_across	the movies the skaters hate are new	5
202	unexpected	101	101	are	obj_rel_no_comp_across	the movies the skaters hate is new	5
203	expected	102	102	are	obj_rel_no_comp_across	the movies the skaters hate are popular	5
204	unexpected	102	102	are	obj_rel_no_comp_across	the movies the skaters hate is popular	5
205	expected	103	103	are	obj_rel_no_comp_across	the movies the skaters hate are unpopular	5
206	unexpected	103	103	are	obj_rel_no_comp_across	the movies the skaters hate is unpopular	5
207	expected	104	104	bring	obj_rel_no_comp_across	the movies the skaters hate bring joy to people	5
208	unexpected	104	104	bring	obj_rel_no_comp_across	the movies the skaters hate brings joy to people	5
209	expected	105	105	interest	obj_rel_no_comp_across	the movies the skaters hate interest people	5
210	unexpected	105	105	interest	obj_rel_no_comp_across	the movies the skaters hate interests people	5
211	expected	106	106	are	obj_rel_no_comp_across	the movies the skaters love are good	5
212	unexpected	106	106	are	obj_rel_no_comp_across	the movies the skaters love is good	5
213	expected	107	107	are	obj_rel_no_comp_across	the movies the skaters love are bad	5
214	unexpected	107	107	are	obj_rel_no_comp_across	the movies the skaters love is bad	5
215	expected	108	108	are	obj_rel_no_comp_across	the movies the skaters love are new	5
216	unexpected	108	108	are	obj_rel_no_comp_across	the movies the skaters love is new	5
217	expected	109	109	are	obj_rel_no_comp_across	the movies the skaters love are popular	5
218	unexpected	109	109	are	obj_rel_no_comp_across	the movies the skaters love is popular	5
219	expected	110	110	are	obj_rel_no_comp_across	the movies the skaters love are unpopular	5
220	unexpected	110	110	are	obj_rel_no_comp_across	the movies the skaters love is unpopular	5
221	expected	111	111	bring	obj_rel_no_comp_across	the movies the skaters love bring joy to people	5
222	unexpected	111	111	bring	obj_rel_no_comp_across	the movies the skaters love brings joy to people	5
223	expected	112	112	interest	obj_rel_no_comp_across	the movies the skaters love interest people	5
224	unexpected	112	112	interest	obj_rel_no_comp_across	the movies the skaters love interests people	5
225	expected	113	113	are	obj_rel_no_comp_across	the movies the dancers like are good	5
226	unexpected	113	113	are	obj_rel_no_comp_across	the movies the dancers like is good	5
227	expected	114	114	are	obj_rel_no_comp_across	the movies the dancers like are bad	5
228	unexpected	114	114	are	obj_rel_no_comp_across	the movies the dancers like is bad	5
229	expected	115	115	are	obj_rel_no_comp_across	the movies the dancers like are new	5
230	unexpected	115	115	are	obj_rel_no_comp_across	the movies the dancers like is new	5
231	expected	116	116	are	obj_rel_no_comp_across	the movies the dancers like are popular	5
232	unexpected	116	116	are	obj_rel_no_comp_across	the movies the dancers like is popular	5
233	expected	117	117	are	obj_rel_no_comp_across	the movies the dancers like are unpopular	5
234	unexpected	117	117	are	obj_rel_no_comp_across	the movies the dancers like is unpopular	5
235	expected	118	118	bring	obj_rel_no_comp_across	the movies the dancers like bring joy to people	5
236	unexpected	118	118	bring	obj_rel_no_comp_across	the movies the dancers like brings joy to people	5
237	expected	119	119	interest	obj_rel_no_comp_across	the movies the dancers like interest people	5
238	unexpected	119	119	interest	obj_rel_no_comp_across	the movies the dancers like interests people	5
239	expected	120	120	are	obj_rel_no_comp_across	the movies the dancers admire are good	5
240	unexpected	120	120	are	obj_rel_no_comp_across	the movies the dancers admire is good	5
241	expected	121	121	are	obj_rel_no_comp_across	the movies the dancers admire are bad	5
242	unexpected	121	121	are	obj_rel_no_comp_across	the movies the dancers admire is bad	5
243	expected	122	122	are	obj_rel_no_comp_across	the movies the dancers admire are new	5
244	unexpected	122	122	are	obj_rel_no_comp_across	the movies the dancers admire is new	5
245	expected	123	123	are	obj_rel_no_comp_across	the movies the dancers admire are popular	5
246	unexpected	123	123	are	obj_rel_no_comp_across	the movies the dancers admire is popular	5
247	expected	124	124	are	obj_rel_no_comp_across	the movies the dancers admire are unpopular	5
248	unexpected	124	124	are	obj_rel_no_comp_across	the movies the dancers admire is unpopular	5
249	expected	125	125	bring	obj_rel_no_comp_across	the movies the dancers admire bring joy to people	5
250	unexpected	125	125	bring	obj_rel_no_comp_across	the movies the dancers admire brings joy to people	5
251	expected	126	126	interest	obj_rel_no_comp_across	the movies the dancers admire interest people	5
252	unexpected	126	126	interest	obj_rel_no_comp_across	the movies the dancers admire interests people	5
253	expected	127	127	are	obj_rel_no_comp_across	the movies the dancers hate are good	5
254	unexpected	127	127	are	obj_rel_no_comp_across	the movies the dancers hate is good	5
255	expected	128	128	are	obj_rel_no_comp_across	the movies the dancers hate are bad	5
256	unexpected	128	128	are	obj_rel_no_comp_across	the movies the dancers hate is bad	5
257	expected	129	129	are	obj_rel_no_comp_across	the movies the dancers hate are new	5
258	unexpected	129	129	are	obj_rel_no_comp_across	the movies the dancers hate is new	5
259	expected	130	130	are	obj_rel_no_comp_across	the movies the dancers hate are popular	5
260	unexpected	130	130	are	obj_rel_no_comp_across	the movies the dancers hate is popular	5
261	expected	131	131	are	obj_rel_no_comp_across	the movies the dancers hate are unpopular	5
262	unexpected	131	131	are	obj_rel_no_comp_across	the movies the dancers hate is unpopular	5
263	expected	132	132	bring	obj_rel_no_comp_across	the movies the dancers hate bring joy to people	5
264	unexpected	132	132	bring	obj_rel_no_comp_across	the movies the dancers hate brings joy to people	5
265	expected	133	133	interest	obj_rel_no_comp_across	the movies the dancers hate interest people	5
266	unexpected	133	133	interest	obj_rel_no_comp_across	the movies the dancers hate interests people	5
267	expected	134	134	are	obj_rel_no_comp_across	the movies the dancers love are good	5
268	unexpected	134	134	are	obj_rel_no_comp_across	the movies the dancers love is good	5
269	expected	135	135	are	obj_rel_no_comp_across	the movies the dancers love are bad	5
270	unexpected	135	135	are	obj_rel_no_comp_across	the movies the dancers love is bad	5
271	expected	136	136	are	obj_rel_no_comp_across	the movies the dancers love are new	5
272	unexpected	136	136	are	obj_rel_no_comp_across	the movies the dancers love is new	5
273	expected	137	137	are	obj_rel_no_comp_across	the movies the dancers love are popular	5
274	unexpected	137	137	are	obj_rel_no_comp_across	the movies the dancers love is popular	5
275	expected	138	138	are	obj_rel_no_comp_across	the movies the dancers love are unpopular	5
276	unexpected	138	138	are	obj_rel_no_comp_across	the movies the dancers love is unpopular	5
277	expected	139	139	bring	obj_rel_no_comp_across	the movies the dancers love bring joy to people	5
278	unexpected	139	139	bring	obj_rel_no_comp_across	the movies the dancers love brings joy to people	5
279	expected	140	140	interest	obj_rel_no_comp_across	the movies the dancers love interest people	5
280	unexpected	140	140	interest	obj_rel_no_comp_across	the movies the dancers love interests people	5
281	expected	141	141	are	obj_rel_no_comp_across	the movies the ministers like are good	5
282	unexpected	141	141	are	obj_rel_no_comp_across	the movies the ministers like is good	5
283	expected	142	142	are	obj_rel_no_comp_across	the movies the ministers like are bad	5
284	unexpected	142	142	are	obj_rel_no_comp_across	the movies the ministers like is bad	5
285	expected	143	143	are	obj_rel_no_comp_across	the movies the ministers like are new	5
286	unexpected	143	143	are	obj_rel_no_comp_across	the movies the ministers like is new	5
287	expected	144	144	are	obj_rel_no_comp_across	the movies the ministers like are popular	5
288	unexpected	144	144	are	obj_rel_no_comp_across	the movies the ministers like is popular	5
289	expected	145	145	are	obj_rel_no_comp_across	the movies the ministers like are unpopular	5
290	unexpected	145	145	are	obj_rel_no_comp_across	the movies the ministers like is unpopular	5
291	expected	146	146	bring	obj_rel_no_comp_across	the movies the ministers like bring joy to people	5
292	unexpected	146	146	bring	obj_rel_no_comp_across	the movies the ministers like brings joy to people	5
293	expected	147	147	interest	obj_rel_no_comp_across	the movies the ministers like interest people	5
294	unexpected	147	147	interest	obj_rel_no_comp_across	the movies the ministers like interests people	5
295	expected	148	148	are	obj_rel_no_comp_across	the movies the ministers admire are good	5
296	unexpected	148	148	are	obj_rel_no_comp_across	the movies the ministers admire is good	5
297	expected	149	149	are	obj_rel_no_comp_across	the movies the ministers admire are bad	5
298	unexpected	149	149	are	obj_rel_no_comp_across	the movies the ministers admire is bad	5
299	expected	150	150	are	obj_rel_no_comp_across	the movies the ministers admire are new	5
300	unexpected	150	150	are	obj_rel_no_comp_across	the movies the ministers admire is new	5
301	expected	151	151	are	obj_rel_no_comp_across	the movies the ministers admire are popular	5
302	unexpected	151	151	are	obj_rel_no_comp_across	the movies the ministers admire is popular	5
303	expected	152	152	are	obj_rel_no_comp_across	the movies the ministers admire are unpopular	5
304	unexpected	152	152	are	obj_rel_no_comp_across	the movies the ministers admire is unpopular	5
305	expected	153	153	bring	obj_rel_no_comp_across	the movies the ministers admire bring joy to people	5
306	unexpected	153	153	bring	obj_rel_no_comp_across	the movies the ministers admire brings joy to people	5
307	expected	154	154	interest	obj_rel_no_comp_across	the movies the ministers admire interest people	5
308	unexpected	154	154	interest	obj_rel_no_comp_across	the movies the ministers admire interests people	5
309	expected	155	155	are	obj_rel_no_comp_across	the movies the ministers hate are good	5
310	unexpected	155	155	are	obj_rel_no_comp_across	the movies the ministers hate is good	5
311	expected	156	156	are	obj_rel_no_comp_across	the movies the ministers hate are bad	5
312	unexpected	156	156	are	obj_rel_no_comp_across	the movies the ministers hate is bad	5
313	expected	157	157	are	obj_rel_no_comp_across	the movies the ministers hate are new	5
314	unexpected	157	157	are	obj_rel_no_comp_across	the movies the ministers hate is new	5
315	expected	158	158	are	obj_rel_no_comp_across	the movies the ministers hate are popular	5
316	unexpected	158	158	are	obj_rel_no_comp_across	the movies the ministers hate is popular	5
317	expected	159	159	are	obj_rel_no_comp_across	the movies the ministers hate are unpopular	5
318	unexpected	159	159	are	obj_rel_no_comp_across	the movies the ministers hate is unpopular	5
319	expected	160	160	bring	obj_rel_no_comp_across	the movies the ministers hate bring joy to people	5
320	unexpected	160	160	bring	obj_rel_no_comp_across	the movies the ministers hate brings joy to people	5
321	expected	161	161	interest	obj_rel_no_comp_across	the movies the ministers hate interest people	5
322	unexpected	161	161	interest	obj_rel_no_comp_across	the movies the ministers hate interests people	5
323	expected	162	162	are	obj_rel_no_comp_across	the movies the ministers love are good	5
324	unexpected	162	162	are	obj_rel_no_comp_across	the movies the ministers love is good	5
325	expected	163	163	are	obj_rel_no_comp_across	the movies the ministers love are bad	5
326	unexpected	163	163	are	obj_rel_no_comp_across	the movies the ministers love is bad	5
327	expected	164	164	are	obj_rel_no_comp_across	the movies the ministers love are new	5
328	unexpected	164	164	are	obj_rel_no_comp_across	the movies the ministers love is new	5
329	expected	165	165	are	obj_rel_no_comp_across	the movies the ministers love are popular	5
330	unexpected	165	165	are	obj_rel_no_comp_across	the movies the ministers love is popular	5
331	expected	166	166	are	obj_rel_no_comp_across	the movies the ministers love are unpopular	5
332	unexpected	166	166	are	obj_rel_no_comp_across	the movies the ministers love is unpopular	5
333	expected	167	167	bring	obj_rel_no_comp_across	the movies the ministers love bring joy to people	5
334	unexpected	167	167	bring	obj_rel_no_comp_across	the movies the ministers love brings joy to people	5
335	expected	168	168	interest	obj_rel_no_comp_across	the movies the ministers love interest people	5
336	unexpected	168	168	interest	obj_rel_no_comp_across	the movies the ministers love interests people	5
337	expected	169	169	are	obj_rel_no_comp_across	the movies the taxi drivers like are good	6
338	unexpected	169	169	are	obj_rel_no_comp_across	the movies the taxi drivers like is good	6
339	expected	170	170	are	obj_rel_no_comp_across	the movies the taxi drivers like are bad	6
340	unexpected	170	170	are	obj_rel_no_comp_across	the movies the taxi drivers like is bad	6
341	expected	171	171	are	obj_rel_no_comp_across	the movies the taxi drivers like are new	6
342	unexpected	171	171	are	obj_rel_no_comp_across	the movies the taxi drivers like is new	6
343	expected	172	172	are	obj_rel_no_comp_across	the movies the taxi drivers like are popular	6
344	unexpected	172	172	are	obj_rel_no_comp_across	the movies the taxi drivers like is popular	6
345	expected	173	173	are	obj_rel_no_comp_across	the movies the taxi drivers like are unpopular	6
346	unexpected	173	173	are	obj_rel_no_comp_across	the movies the taxi drivers like is unpopular	6
347	expected	174	174	bring	obj_rel_no_comp_across	the movies the taxi drivers like bring joy to people	6
348	unexpected	174	174	bring	obj_rel_no_comp_across	the movies the taxi drivers like brings joy to people	6
