sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
102	unexpected	51	51	swim	subj_rel	the authors that like the assistant swims	6
103	expected	52	52	smile	subj_rel	the authors that like the assistant smile	6
104	unexpected	52	52	smile	subj_rel	the authors that like the assistant smiles	6
105	expected	53	53	are	subj_rel	the authors that like the assistant are tall	6
106	unexpected	53	53	are	subj_rel	the authors that like the assistant is tall	6
107	expected	54	54	are	subj_rel	the authors that like the assistant are old	6
108	unexpected	54	54	are	subj_rel	the authors that like the assistant is old	6
109	expected	55	55	are	subj_rel	the authors that like the assistant are young	6
110	unexpected	55	55	are	subj_rel	the authors that like the assistant is young	6
111	expected	56	56	are	subj_rel	the authors that like the assistant are short	6
112	unexpected	56	56	are	subj_rel	the authors that like the assistant is short	6
113	expected	57	57	laugh	subj_rel	the authors that like the executive laugh	6
114	unexpected	57	57	laugh	subj_rel	the authors that like the executive laughs	6
115	expected	58	58	swim	subj_rel	the authors that like the executive swim	6
116	unexpected	58	58	swim	subj_rel	the authors that like the executive swims	6
117	expected	59	59	smile	subj_rel	the authors that like the executive smile	6
118	unexpected	59	59	smile	subj_rel	the authors that like the executive smiles	6
119	expected	60	60	are	subj_rel	the authors that like the executive are tall	6
120	unexpected	60	60	are	subj_rel	the authors that like the executive is tall	6
121	expected	61	61	are	subj_rel	the authors that like the executive are old	6
122	unexpected	61	61	are	subj_rel	the authors that like the executive is old	6
123	expected	62	62	are	subj_rel	the authors that like the executive are young	6
124	unexpected	62	62	are	subj_rel	the authors that like the executive is young	6
125	expected	63	63	are	subj_rel	the authors that like the executive are short	6
126	unexpected	63	63	are	subj_rel	the authors that like the executive is short	6
127	expected	64	64	laugh	subj_rel	the authors that like the parent laugh	6
128	unexpected	64	64	laugh	subj_rel	the authors that like the parent laughs	6
129	expected	65	65	swim	subj_rel	the authors that like the parent swim	6
130	unexpected	65	65	swim	subj_rel	the authors that like the parent swims	6
131	expected	66	66	smile	subj_rel	the authors that like the parent smile	6
132	unexpected	66	66	smile	subj_rel	the authors that like the parent smiles	6
133	expected	67	67	are	subj_rel	the authors that like the parent are tall	6
134	unexpected	67	67	are	subj_rel	the authors that like the parent is tall	6
135	expected	68	68	are	subj_rel	the authors that like the parent are old	6
136	unexpected	68	68	are	subj_rel	the authors that like the parent is old	6
137	expected	69	69	are	subj_rel	the authors that like the parent are young	6
138	unexpected	69	69	are	subj_rel	the authors that like the parent is young	6
139	expected	70	70	are	subj_rel	the authors that like the parent are short	6
140	unexpected	70	70	are	subj_rel	the authors that like the parent is short	6
141	expected	71	71	laugh	subj_rel	the authors that admire the guard laugh	6
142	unexpected	71	71	laugh	subj_rel	the authors that admire the guard laughs	6
143	expected	72	72	swim	subj_rel	the authors that admire the guard swim	6
144	unexpected	72	72	swim	subj_rel	the authors that admire the guard swims	6
145	expected	73	73	smile	subj_rel	the authors that admire the guard smile	6
146	unexpected	73	73	smile	subj_rel	the authors that admire the guard smiles	6
147	expected	74	74	are	subj_rel	the authors that admire the guard are tall	6
148	unexpected	74	74	are	subj_rel	the authors that admire the guard is tall	6
149	expected	75	75	are	subj_rel	the authors that admire the guard are old	6
150	unexpected	75	75	are	subj_rel	the authors that admire the guard is old	6
151	expected	76	76	are	subj_rel	the authors that admire the guard are young	6
152	unexpected	76	76	are	subj_rel	the authors that admire the guard is young	6
153	expected	77	77	are	subj_rel	the authors that admire the guard are short	6
154	unexpected	77	77	are	subj_rel	the authors that admire the guard is short	6
155	expected	78	78	laugh	subj_rel	the authors that admire the chef laugh	6
156	unexpected	78	78	laugh	subj_rel	the authors that admire the chef laughs	6
157	expected	79	79	swim	subj_rel	the authors that admire the chef swim	6
158	unexpected	79	79	swim	subj_rel	the authors that admire the chef swims	6
159	expected	80	80	smile	subj_rel	the authors that admire the chef smile	6
160	unexpected	80	80	smile	subj_rel	the authors that admire the chef smiles	6
161	expected	81	81	are	subj_rel	the authors that admire the chef are tall	6
162	unexpected	81	81	are	subj_rel	the authors that admire the chef is tall	6
163	expected	82	82	are	subj_rel	the authors that admire the chef are old	6
164	unexpected	82	82	are	subj_rel	the authors that admire the chef is old	6
165	expected	83	83	are	subj_rel	the authors that admire the chef are young	6
166	unexpected	83	83	are	subj_rel	the authors that admire the chef is young	6
167	expected	84	84	are	subj_rel	the authors that admire the chef are short	6
168	unexpected	84	84	are	subj_rel	the authors that admire the chef is short	6
169	expected	85	85	laugh	subj_rel	the authors that admire the architect laugh	6
170	unexpected	85	85	laugh	subj_rel	the authors that admire the architect laughs	6
171	expected	86	86	swim	subj_rel	the authors that admire the architect swim	6
172	unexpected	86	86	swim	subj_rel	the authors that admire the architect swims	6
173	expected	87	87	smile	subj_rel	the authors that admire the architect smile	6
174	unexpected	87	87	smile	subj_rel	the authors that admire the architect smiles	6
175	expected	88	88	are	subj_rel	the authors that admire the architect are tall	6
176	unexpected	88	88	are	subj_rel	the authors that admire the architect is tall	6
177	expected	89	89	are	subj_rel	the authors that admire the architect are old	6
178	unexpected	89	89	are	subj_rel	the authors that admire the architect is old	6
179	expected	90	90	are	subj_rel	the authors that admire the architect are young	6
180	unexpected	90	90	are	subj_rel	the authors that admire the architect is young	6
181	expected	91	91	are	subj_rel	the authors that admire the architect are short	6
182	unexpected	91	91	are	subj_rel	the authors that admire the architect is short	6
183	expected	92	92	laugh	subj_rel	the authors that admire the skater laugh	6
184	unexpected	92	92	laugh	subj_rel	the authors that admire the skater laughs	6
185	expected	93	93	swim	subj_rel	the authors that admire the skater swim	6
186	unexpected	93	93	swim	subj_rel	the authors that admire the skater swims	6
187	expected	94	94	smile	subj_rel	the authors that admire the skater smile	6
188	unexpected	94	94	smile	subj_rel	the authors that admire the skater smiles	6
189	expected	95	95	are	subj_rel	the authors that admire the skater are tall	6
190	unexpected	95	95	are	subj_rel	the authors that admire the skater is tall	6
191	expected	96	96	are	subj_rel	the authors that admire the skater are old	6
192	unexpected	96	96	are	subj_rel	the authors that admire the skater is old	6
193	expected	97	97	are	subj_rel	the authors that admire the skater are young	6
194	unexpected	97	97	are	subj_rel	the authors that admire the skater is young	6
195	expected	98	98	are	subj_rel	the authors that admire the skater are short	6
196	unexpected	98	98	are	subj_rel	the authors that admire the skater is short	6
197	expected	99	99	laugh	subj_rel	the authors that admire the dancer laugh	6
198	unexpected	99	99	laugh	subj_rel	the authors that admire the dancer laughs	6
199	expected	100	100	swim	subj_rel	the authors that admire the dancer swim	6
200	unexpected	100	100	swim	subj_rel	the authors that admire the dancer swims	6
201	expected	101	101	smile	subj_rel	the authors that admire the dancer smile	6
202	unexpected	101	101	smile	subj_rel	the authors that admire the dancer smiles	6
203	expected	102	102	are	subj_rel	the authors that admire the dancer are tall	6
204	unexpected	102	102	are	subj_rel	the authors that admire the dancer is tall	6
205	expected	103	103	are	subj_rel	the authors that admire the dancer are old	6
206	unexpected	103	103	are	subj_rel	the authors that admire the dancer is old	6
207	expected	104	104	are	subj_rel	the authors that admire the dancer are young	6
208	unexpected	104	104	are	subj_rel	the authors that admire the dancer is young	6
209	expected	105	105	are	subj_rel	the authors that admire the dancer are short	6
210	unexpected	105	105	are	subj_rel	the authors that admire the dancer is short	6
211	expected	106	106	laugh	subj_rel	the authors that admire the minister laugh	6
212	unexpected	106	106	laugh	subj_rel	the authors that admire the minister laughs	6
213	expected	107	107	swim	subj_rel	the authors that admire the minister swim	6
214	unexpected	107	107	swim	subj_rel	the authors that admire the minister swims	6
215	expected	108	108	smile	subj_rel	the authors that admire the minister smile	6
216	unexpected	108	108	smile	subj_rel	the authors that admire the minister smiles	6
217	expected	109	109	are	subj_rel	the authors that admire the minister are tall	6
218	unexpected	109	109	are	subj_rel	the authors that admire the minister is tall	6
219	expected	110	110	are	subj_rel	the authors that admire the minister are old	6
220	unexpected	110	110	are	subj_rel	the authors that admire the minister is old	6
221	expected	111	111	are	subj_rel	the authors that admire the minister are young	6
222	unexpected	111	111	are	subj_rel	the authors that admire the minister is young	6
223	expected	112	112	are	subj_rel	the authors that admire the minister are short	6
224	unexpected	112	112	are	subj_rel	the authors that admire the minister is short	6
225	expected	113	113	laugh	subj_rel	the authors that admire the taxi driver laugh	7
226	unexpected	113	113	laugh	subj_rel	the authors that admire the taxi driver laughs	7
227	expected	114	114	swim	subj_rel	the authors that admire the taxi driver swim	7
228	unexpected	114	114	swim	subj_rel	the authors that admire the taxi driver swims	7
229	expected	115	115	smile	subj_rel	the authors that admire the taxi driver smile	7
230	unexpected	115	115	smile	subj_rel	the authors that admire the taxi driver smiles	7
231	expected	116	116	are	subj_rel	the authors that admire the taxi driver are tall	7
232	unexpected	116	116	are	subj_rel	the authors that admire the taxi driver is tall	7
233	expected	117	117	are	subj_rel	the authors that admire the taxi driver are old	7
234	unexpected	117	117	are	subj_rel	the authors that admire the taxi driver is old	7
235	expected	118	118	are	subj_rel	the authors that admire the taxi driver are young	7
236	unexpected	118	118	are	subj_rel	the authors that admire the taxi driver is young	7
237	expected	119	119	are	subj_rel	the authors that admire the taxi driver are short	7
238	unexpected	119	119	are	subj_rel	the authors that admire the taxi driver is short	7
239	expected	120	120	laugh	subj_rel	the authors that admire the assistant laugh	6
240	unexpected	120	120	laugh	subj_rel	the authors that admire the assistant laughs	6
241	expected	121	121	swim	subj_rel	the authors that admire the assistant swim	6
242	unexpected	121	121	swim	subj_rel	the authors that admire the assistant swims	6
243	expected	122	122	smile	subj_rel	the authors that admire the assistant smile	6
244	unexpected	122	122	smile	subj_rel	the authors that admire the assistant smiles	6
245	expected	123	123	are	subj_rel	the authors that admire the assistant are tall	6
246	unexpected	123	123	are	subj_rel	the authors that admire the assistant is tall	6
247	expected	124	124	are	subj_rel	the authors that admire the assistant are old	6
248	unexpected	124	124	are	subj_rel	the authors that admire the assistant is old	6
249	expected	125	125	are	subj_rel	the authors that admire the assistant are young	6
250	unexpected	125	125	are	subj_rel	the authors that admire the assistant is young	6
251	expected	126	126	are	subj_rel	the authors that admire the assistant are short	6
252	unexpected	126	126	are	subj_rel	the authors that admire the assistant is short	6
253	expected	127	127	laugh	subj_rel	the authors that admire the executive laugh	6
254	unexpected	127	127	laugh	subj_rel	the authors that admire the executive laughs	6
255	expected	128	128	swim	subj_rel	the authors that admire the executive swim	6
256	unexpected	128	128	swim	subj_rel	the authors that admire the executive swims	6
257	expected	129	129	smile	subj_rel	the authors that admire the executive smile	6
258	unexpected	129	129	smile	subj_rel	the authors that admire the executive smiles	6
259	expected	130	130	are	subj_rel	the authors that admire the executive are tall	6
260	unexpected	130	130	are	subj_rel	the authors that admire the executive is tall	6
261	expected	131	131	are	subj_rel	the authors that admire the executive are old	6
262	unexpected	131	131	are	subj_rel	the authors that admire the executive is old	6
263	expected	132	132	are	subj_rel	the authors that admire the executive are young	6
264	unexpected	132	132	are	subj_rel	the authors that admire the executive is young	6
265	expected	133	133	are	subj_rel	the authors that admire the executive are short	6
266	unexpected	133	133	are	subj_rel	the authors that admire the executive is short	6
267	expected	134	134	laugh	subj_rel	the authors that admire the parent laugh	6
268	unexpected	134	134	laugh	subj_rel	the authors that admire the parent laughs	6
269	expected	135	135	swim	subj_rel	the authors that admire the parent swim	6
270	unexpected	135	135	swim	subj_rel	the authors that admire the parent swims	6
271	expected	136	136	smile	subj_rel	the authors that admire the parent smile	6
272	unexpected	136	136	smile	subj_rel	the authors that admire the parent smiles	6
273	expected	137	137	are	subj_rel	the authors that admire the parent are tall	6
274	unexpected	137	137	are	subj_rel	the authors that admire the parent is tall	6
275	expected	138	138	are	subj_rel	the authors that admire the parent are old	6
276	unexpected	138	138	are	subj_rel	the authors that admire the parent is old	6
277	expected	139	139	are	subj_rel	the authors that admire the parent are young	6
278	unexpected	139	139	are	subj_rel	the authors that admire the parent is young	6
279	expected	140	140	are	subj_rel	the authors that admire the parent are short	6
280	unexpected	140	140	are	subj_rel	the authors that admire the parent is short	6
281	expected	141	141	laugh	subj_rel	the authors that hate the guard laugh	6
282	unexpected	141	141	laugh	subj_rel	the authors that hate the guard laughs	6
283	expected	142	142	swim	subj_rel	the authors that hate the guard swim	6
284	unexpected	142	142	swim	subj_rel	the authors that hate the guard swims	6
285	expected	143	143	smile	subj_rel	the authors that hate the guard smile	6
286	unexpected	143	143	smile	subj_rel	the authors that hate the guard smiles	6
287	expected	144	144	are	subj_rel	the authors that hate the guard are tall	6
288	unexpected	144	144	are	subj_rel	the authors that hate the guard is tall	6
289	expected	145	145	are	subj_rel	the authors that hate the guard are old	6
290	unexpected	145	145	are	subj_rel	the authors that hate the guard is old	6
291	expected	146	146	are	subj_rel	the authors that hate the guard are young	6
292	unexpected	146	146	are	subj_rel	the authors that hate the guard is young	6
293	expected	147	147	are	subj_rel	the authors that hate the guard are short	6
294	unexpected	147	147	are	subj_rel	the authors that hate the guard is short	6
295	expected	148	148	laugh	subj_rel	the authors that hate the chef laugh	6
296	unexpected	148	148	laugh	subj_rel	the authors that hate the chef laughs	6
297	expected	149	149	swim	subj_rel	the authors that hate the chef swim	6
298	unexpected	149	149	swim	subj_rel	the authors that hate the chef swims	6
299	expected	150	150	smile	subj_rel	the authors that hate the chef smile	6
300	unexpected	150	150	smile	subj_rel	the authors that hate the chef smiles	6
301	expected	151	151	are	subj_rel	the authors that hate the chef are tall	6
302	unexpected	151	151	are	subj_rel	the authors that hate the chef is tall	6
303	expected	152	152	are	subj_rel	the authors that hate the chef are old	6
304	unexpected	152	152	are	subj_rel	the authors that hate the chef is old	6
305	expected	153	153	are	subj_rel	the authors that hate the chef are young	6
306	unexpected	153	153	are	subj_rel	the authors that hate the chef is young	6
307	expected	154	154	are	subj_rel	the authors that hate the chef are short	6
308	unexpected	154	154	are	subj_rel	the authors that hate the chef is short	6
309	expected	155	155	laugh	subj_rel	the authors that hate the architect laugh	6
310	unexpected	155	155	laugh	subj_rel	the authors that hate the architect laughs	6
311	expected	156	156	swim	subj_rel	the authors that hate the architect swim	6
312	unexpected	156	156	swim	subj_rel	the authors that hate the architect swims	6
313	expected	157	157	smile	subj_rel	the authors that hate the architect smile	6
314	unexpected	157	157	smile	subj_rel	the authors that hate the architect smiles	6
315	expected	158	158	are	subj_rel	the authors that hate the architect are tall	6
316	unexpected	158	158	are	subj_rel	the authors that hate the architect is tall	6
317	expected	159	159	are	subj_rel	the authors that hate the architect are old	6
318	unexpected	159	159	are	subj_rel	the authors that hate the architect is old	6
319	expected	160	160	are	subj_rel	the authors that hate the architect are young	6
320	unexpected	160	160	are	subj_rel	the authors that hate the architect is young	6
321	expected	161	161	are	subj_rel	the authors that hate the architect are short	6
322	unexpected	161	161	are	subj_rel	the authors that hate the architect is short	6
323	expected	162	162	laugh	subj_rel	the authors that hate the skater laugh	6
324	unexpected	162	162	laugh	subj_rel	the authors that hate the skater laughs	6
325	expected	163	163	swim	subj_rel	the authors that hate the skater swim	6
326	unexpected	163	163	swim	subj_rel	the authors that hate the skater swims	6
327	expected	164	164	smile	subj_rel	the authors that hate the skater smile	6
328	unexpected	164	164	smile	subj_rel	the authors that hate the skater smiles	6
329	expected	165	165	are	subj_rel	the authors that hate the skater are tall	6
330	unexpected	165	165	are	subj_rel	the authors that hate the skater is tall	6
331	expected	166	166	are	subj_rel	the authors that hate the skater are old	6
332	unexpected	166	166	are	subj_rel	the authors that hate the skater is old	6
333	expected	167	167	are	subj_rel	the authors that hate the skater are young	6
334	unexpected	167	167	are	subj_rel	the authors that hate the skater is young	6
335	expected	168	168	are	subj_rel	the authors that hate the skater are short	6
336	unexpected	168	168	are	subj_rel	the authors that hate the skater is short	6
337	expected	169	169	laugh	subj_rel	the authors that hate the dancer laugh	6
338	unexpected	169	169	laugh	subj_rel	the authors that hate the dancer laughs	6
339	expected	170	170	swim	subj_rel	the authors that hate the dancer swim	6
340	unexpected	170	170	swim	subj_rel	the authors that hate the dancer swims	6
341	expected	171	171	smile	subj_rel	the authors that hate the dancer smile	6
342	unexpected	171	171	smile	subj_rel	the authors that hate the dancer smiles	6
343	expected	172	172	are	subj_rel	the authors that hate the dancer are tall	6
344	unexpected	172	172	are	subj_rel	the authors that hate the dancer is tall	6
345	expected	173	173	are	subj_rel	the authors that hate the dancer are old	6
346	unexpected	173	173	are	subj_rel	the authors that hate the dancer is old	6
347	expected	174	174	are	subj_rel	the authors that hate the dancer are young	6
348	unexpected	174	174	are	subj_rel	the authors that hate the dancer is young	6
349	expected	175	175	are	subj_rel	the authors that hate the dancer are short	6
350	unexpected	175	175	are	subj_rel	the authors that hate the dancer is short	6
351	expected	176	176	laugh	subj_rel	the authors that hate the minister laugh	6
352	unexpected	176	176	laugh	subj_rel	the authors that hate the minister laughs	6
353	expected	177	177	swim	subj_rel	the authors that hate the minister swim	6
354	unexpected	177	177	swim	subj_rel	the authors that hate the minister swims	6
355	expected	178	178	smile	subj_rel	the authors that hate the minister smile	6
356	unexpected	178	178	smile	subj_rel	the authors that hate the minister smiles	6
357	expected	179	179	are	subj_rel	the authors that hate the minister are tall	6
358	unexpected	179	179	are	subj_rel	the authors that hate the minister is tall	6
359	expected	180	180	are	subj_rel	the authors that hate the minister are old	6
360	unexpected	180	180	are	subj_rel	the authors that hate the minister is old	6
361	expected	181	181	are	subj_rel	the authors that hate the minister are young	6
362	unexpected	181	181	are	subj_rel	the authors that hate the minister is young	6
363	expected	182	182	are	subj_rel	the authors that hate the minister are short	6
364	unexpected	182	182	are	subj_rel	the authors that hate the minister is short	6
365	expected	183	183	laugh	subj_rel	the authors that hate the taxi driver laugh	7
366	unexpected	183	183	laugh	subj_rel	the authors that hate the taxi driver laughs	7
367	expected	184	184	swim	subj_rel	the authors that hate the taxi driver swim	7
368	unexpected	184	184	swim	subj_rel	the authors that hate the taxi driver swims	7
369	expected	185	185	smile	subj_rel	the authors that hate the taxi driver smile	7
370	unexpected	185	185	smile	subj_rel	the authors that hate the taxi driver smiles	7
371	expected	186	186	are	subj_rel	the authors that hate the taxi driver are tall	7
372	unexpected	186	186	are	subj_rel	the authors that hate the taxi driver is tall	7
373	expected	187	187	are	subj_rel	the authors that hate the taxi driver are old	7
374	unexpected	187	187	are	subj_rel	the authors that hate the taxi driver is old	7
375	expected	188	188	are	subj_rel	the authors that hate the taxi driver are young	7
376	unexpected	188	188	are	subj_rel	the authors that hate the taxi driver is young	7
377	expected	189	189	are	subj_rel	the authors that hate the taxi driver are short	7
378	unexpected	189	189	are	subj_rel	the authors that hate the taxi driver is short	7
379	expected	190	190	laugh	subj_rel	the authors that hate the assistant laugh	6
380	unexpected	190	190	laugh	subj_rel	the authors that hate the assistant laughs	6
381	expected	191	191	swim	subj_rel	the authors that hate the assistant swim	6
382	unexpected	191	191	swim	subj_rel	the authors that hate the assistant swims	6
383	expected	192	192	smile	subj_rel	the authors that hate the assistant smile	6
384	unexpected	192	192	smile	subj_rel	the authors that hate the assistant smiles	6
385	expected	193	193	are	subj_rel	the authors that hate the assistant are tall	6
386	unexpected	193	193	are	subj_rel	the authors that hate the assistant is tall	6
387	expected	194	194	are	subj_rel	the authors that hate the assistant are old	6
388	unexpected	194	194	are	subj_rel	the authors that hate the assistant is old	6
389	expected	195	195	are	subj_rel	the authors that hate the assistant are young	6
390	unexpected	195	195	are	subj_rel	the authors that hate the assistant is young	6
391	expected	196	196	are	subj_rel	the authors that hate the assistant are short	6
392	unexpected	196	196	are	subj_rel	the authors that hate the assistant is short	6
393	expected	197	197	laugh	subj_rel	the authors that hate the executive laugh	6
394	unexpected	197	197	laugh	subj_rel	the authors that hate the executive laughs	6
395	expected	198	198	swim	subj_rel	the authors that hate the executive swim	6
396	unexpected	198	198	swim	subj_rel	the authors that hate the executive swims	6
397	expected	199	199	smile	subj_rel	the authors that hate the executive smile	6
398	unexpected	199	199	smile	subj_rel	the authors that hate the executive smiles	6
399	expected	200	200	are	subj_rel	the authors that hate the executive are tall	6
400	unexpected	200	200	are	subj_rel	the authors that hate the executive is tall	6
401	expected	201	201	are	subj_rel	the authors that hate the executive are old	6
402	unexpected	201	201	are	subj_rel	the authors that hate the executive is old	6
403	expected	202	202	are	subj_rel	the authors that hate the executive are young	6
404	unexpected	202	202	are	subj_rel	the authors that hate the executive is young	6
405	expected	203	203	are	subj_rel	the authors that hate the executive are short	6
406	unexpected	203	203	are	subj_rel	the authors that hate the executive is short	6
407	expected	204	204	laugh	subj_rel	the authors that hate the parent laugh	6
408	unexpected	204	204	laugh	subj_rel	the authors that hate the parent laughs	6
409	expected	205	205	swim	subj_rel	the authors that hate the parent swim	6
410	unexpected	205	205	swim	subj_rel	the authors that hate the parent swims	6
411	expected	206	206	smile	subj_rel	the authors that hate the parent smile	6
412	unexpected	206	206	smile	subj_rel	the authors that hate the parent smiles	6
413	expected	207	207	are	subj_rel	the authors that hate the parent are tall	6
414	unexpected	207	207	are	subj_rel	the authors that hate the parent is tall	6
415	expected	208	208	are	subj_rel	the authors that hate the parent are old	6
416	unexpected	208	208	are	subj_rel	the authors that hate the parent is old	6
417	expected	209	209	are	subj_rel	the authors that hate the parent are young	6
418	unexpected	209	209	are	subj_rel	the authors that hate the parent is young	6
419	expected	210	210	are	subj_rel	the authors that hate the parent are short	6
420	unexpected	210	210	are	subj_rel	the authors that hate the parent is short	6
421	expected	211	211	laugh	subj_rel	the authors that love the guard laugh	6
