sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
250	unexpected	125	125	is	obj_rel_no_comp_across	the author the dancers admire are young	5
251	expected	126	126	is	obj_rel_no_comp_across	the author the dancers admire is short	5
252	unexpected	126	126	is	obj_rel_no_comp_across	the author the dancers admire are short	5
253	expected	127	127	laughs	obj_rel_no_comp_across	the author the dancers hate laughs	5
254	unexpected	127	127	laughs	obj_rel_no_comp_across	the author the dancers hate laugh	5
255	expected	128	128	swims	obj_rel_no_comp_across	the author the dancers hate swims	5
256	unexpected	128	128	swims	obj_rel_no_comp_across	the author the dancers hate swim	5
257	expected	129	129	smiles	obj_rel_no_comp_across	the author the dancers hate smiles	5
258	unexpected	129	129	smiles	obj_rel_no_comp_across	the author the dancers hate smile	5
259	expected	130	130	is	obj_rel_no_comp_across	the author the dancers hate is tall	5
260	unexpected	130	130	is	obj_rel_no_comp_across	the author the dancers hate are tall	5
261	expected	131	131	is	obj_rel_no_comp_across	the author the dancers hate is old	5
262	unexpected	131	131	is	obj_rel_no_comp_across	the author the dancers hate are old	5
263	expected	132	132	is	obj_rel_no_comp_across	the author the dancers hate is young	5
264	unexpected	132	132	is	obj_rel_no_comp_across	the author the dancers hate are young	5
265	expected	133	133	is	obj_rel_no_comp_across	the author the dancers hate is short	5
266	unexpected	133	133	is	obj_rel_no_comp_across	the author the dancers hate are short	5
267	expected	134	134	laughs	obj_rel_no_comp_across	the author the dancers love laughs	5
268	unexpected	134	134	laughs	obj_rel_no_comp_across	the author the dancers love laugh	5
269	expected	135	135	swims	obj_rel_no_comp_across	the author the dancers love swims	5
270	unexpected	135	135	swims	obj_rel_no_comp_across	the author the dancers love swim	5
271	expected	136	136	smiles	obj_rel_no_comp_across	the author the dancers love smiles	5
272	unexpected	136	136	smiles	obj_rel_no_comp_across	the author the dancers love smile	5
273	expected	137	137	is	obj_rel_no_comp_across	the author the dancers love is tall	5
274	unexpected	137	137	is	obj_rel_no_comp_across	the author the dancers love are tall	5
275	expected	138	138	is	obj_rel_no_comp_across	the author the dancers love is old	5
276	unexpected	138	138	is	obj_rel_no_comp_across	the author the dancers love are old	5
277	expected	139	139	is	obj_rel_no_comp_across	the author the dancers love is young	5
278	unexpected	139	139	is	obj_rel_no_comp_across	the author the dancers love are young	5
279	expected	140	140	is	obj_rel_no_comp_across	the author the dancers love is short	5
280	unexpected	140	140	is	obj_rel_no_comp_across	the author the dancers love are short	5
281	expected	141	141	laughs	obj_rel_no_comp_across	the author the ministers like laughs	5
282	unexpected	141	141	laughs	obj_rel_no_comp_across	the author the ministers like laugh	5
283	expected	142	142	swims	obj_rel_no_comp_across	the author the ministers like swims	5
284	unexpected	142	142	swims	obj_rel_no_comp_across	the author the ministers like swim	5
285	expected	143	143	smiles	obj_rel_no_comp_across	the author the ministers like smiles	5
286	unexpected	143	143	smiles	obj_rel_no_comp_across	the author the ministers like smile	5
287	expected	144	144	is	obj_rel_no_comp_across	the author the ministers like is tall	5
288	unexpected	144	144	is	obj_rel_no_comp_across	the author the ministers like are tall	5
289	expected	145	145	is	obj_rel_no_comp_across	the author the ministers like is old	5
290	unexpected	145	145	is	obj_rel_no_comp_across	the author the ministers like are old	5
291	expected	146	146	is	obj_rel_no_comp_across	the author the ministers like is young	5
292	unexpected	146	146	is	obj_rel_no_comp_across	the author the ministers like are young	5
293	expected	147	147	is	obj_rel_no_comp_across	the author the ministers like is short	5
294	unexpected	147	147	is	obj_rel_no_comp_across	the author the ministers like are short	5
295	expected	148	148	laughs	obj_rel_no_comp_across	the author the ministers admire laughs	5
296	unexpected	148	148	laughs	obj_rel_no_comp_across	the author the ministers admire laugh	5
297	expected	149	149	swims	obj_rel_no_comp_across	the author the ministers admire swims	5
298	unexpected	149	149	swims	obj_rel_no_comp_across	the author the ministers admire swim	5
299	expected	150	150	smiles	obj_rel_no_comp_across	the author the ministers admire smiles	5
300	unexpected	150	150	smiles	obj_rel_no_comp_across	the author the ministers admire smile	5
301	expected	151	151	is	obj_rel_no_comp_across	the author the ministers admire is tall	5
302	unexpected	151	151	is	obj_rel_no_comp_across	the author the ministers admire are tall	5
303	expected	152	152	is	obj_rel_no_comp_across	the author the ministers admire is old	5
304	unexpected	152	152	is	obj_rel_no_comp_across	the author the ministers admire are old	5
305	expected	153	153	is	obj_rel_no_comp_across	the author the ministers admire is young	5
306	unexpected	153	153	is	obj_rel_no_comp_across	the author the ministers admire are young	5
307	expected	154	154	is	obj_rel_no_comp_across	the author the ministers admire is short	5
308	unexpected	154	154	is	obj_rel_no_comp_across	the author the ministers admire are short	5
309	expected	155	155	laughs	obj_rel_no_comp_across	the author the ministers hate laughs	5
310	unexpected	155	155	laughs	obj_rel_no_comp_across	the author the ministers hate laugh	5
311	expected	156	156	swims	obj_rel_no_comp_across	the author the ministers hate swims	5
312	unexpected	156	156	swims	obj_rel_no_comp_across	the author the ministers hate swim	5
313	expected	157	157	smiles	obj_rel_no_comp_across	the author the ministers hate smiles	5
314	unexpected	157	157	smiles	obj_rel_no_comp_across	the author the ministers hate smile	5
315	expected	158	158	is	obj_rel_no_comp_across	the author the ministers hate is tall	5
316	unexpected	158	158	is	obj_rel_no_comp_across	the author the ministers hate are tall	5
317	expected	159	159	is	obj_rel_no_comp_across	the author the ministers hate is old	5
318	unexpected	159	159	is	obj_rel_no_comp_across	the author the ministers hate are old	5
319	expected	160	160	is	obj_rel_no_comp_across	the author the ministers hate is young	5
320	unexpected	160	160	is	obj_rel_no_comp_across	the author the ministers hate are young	5
321	expected	161	161	is	obj_rel_no_comp_across	the author the ministers hate is short	5
322	unexpected	161	161	is	obj_rel_no_comp_across	the author the ministers hate are short	5
323	expected	162	162	laughs	obj_rel_no_comp_across	the author the ministers love laughs	5
324	unexpected	162	162	laughs	obj_rel_no_comp_across	the author the ministers love laugh	5
325	expected	163	163	swims	obj_rel_no_comp_across	the author the ministers love swims	5
326	unexpected	163	163	swims	obj_rel_no_comp_across	the author the ministers love swim	5
327	expected	164	164	smiles	obj_rel_no_comp_across	the author the ministers love smiles	5
328	unexpected	164	164	smiles	obj_rel_no_comp_across	the author the ministers love smile	5
329	expected	165	165	is	obj_rel_no_comp_across	the author the ministers love is tall	5
330	unexpected	165	165	is	obj_rel_no_comp_across	the author the ministers love are tall	5
331	expected	166	166	is	obj_rel_no_comp_across	the author the ministers love is old	5
332	unexpected	166	166	is	obj_rel_no_comp_across	the author the ministers love are old	5
333	expected	167	167	is	obj_rel_no_comp_across	the author the ministers love is young	5
334	unexpected	167	167	is	obj_rel_no_comp_across	the author the ministers love are young	5
335	expected	168	168	is	obj_rel_no_comp_across	the author the ministers love is short	5
336	unexpected	168	168	is	obj_rel_no_comp_across	the author the ministers love are short	5
337	expected	169	169	laughs	obj_rel_no_comp_across	the author the taxi drivers like laughs	6
338	unexpected	169	169	laughs	obj_rel_no_comp_across	the author the taxi drivers like laugh	6
339	expected	170	170	swims	obj_rel_no_comp_across	the author the taxi drivers like swims	6
340	unexpected	170	170	swims	obj_rel_no_comp_across	the author the taxi drivers like swim	6
341	expected	171	171	smiles	obj_rel_no_comp_across	the author the taxi drivers like smiles	6
342	unexpected	171	171	smiles	obj_rel_no_comp_across	the author the taxi drivers like smile	6
343	expected	172	172	is	obj_rel_no_comp_across	the author the taxi drivers like is tall	6
344	unexpected	172	172	is	obj_rel_no_comp_across	the author the taxi drivers like are tall	6
345	expected	173	173	is	obj_rel_no_comp_across	the author the taxi drivers like is old	6
346	unexpected	173	173	is	obj_rel_no_comp_across	the author the taxi drivers like are old	6
347	expected	174	174	is	obj_rel_no_comp_across	the author the taxi drivers like is young	6
348	unexpected	174	174	is	obj_rel_no_comp_across	the author the taxi drivers like are young	6
349	expected	175	175	is	obj_rel_no_comp_across	the author the taxi drivers like is short	6
350	unexpected	175	175	is	obj_rel_no_comp_across	the author the taxi drivers like are short	6
351	expected	176	176	laughs	obj_rel_no_comp_across	the author the taxi drivers admire laughs	6
352	unexpected	176	176	laughs	obj_rel_no_comp_across	the author the taxi drivers admire laugh	6
353	expected	177	177	swims	obj_rel_no_comp_across	the author the taxi drivers admire swims	6
354	unexpected	177	177	swims	obj_rel_no_comp_across	the author the taxi drivers admire swim	6
355	expected	178	178	smiles	obj_rel_no_comp_across	the author the taxi drivers admire smiles	6
356	unexpected	178	178	smiles	obj_rel_no_comp_across	the author the taxi drivers admire smile	6
357	expected	179	179	is	obj_rel_no_comp_across	the author the taxi drivers admire is tall	6
358	unexpected	179	179	is	obj_rel_no_comp_across	the author the taxi drivers admire are tall	6
359	expected	180	180	is	obj_rel_no_comp_across	the author the taxi drivers admire is old	6
360	unexpected	180	180	is	obj_rel_no_comp_across	the author the taxi drivers admire are old	6
361	expected	181	181	is	obj_rel_no_comp_across	the author the taxi drivers admire is young	6
362	unexpected	181	181	is	obj_rel_no_comp_across	the author the taxi drivers admire are young	6
