sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
78	unexpected	39	39	est	vp_coord	le professeur déménage et sont petits	4,5
79	expected	40	40	est	vp_coord	le professeur déménage et est grand	4,5
80	unexpected	40	40	est	vp_coord	le professeur déménage et sont grands	4,5
81	expected	41	41	est	vp_coord	le professeur déménage et est vieux	4
82	unexpected	41	41	est	vp_coord	le professeur déménage et sont vieux	4
83	expected	42	42	est	vp_coord	le professeur déménage et est jeune	4,5
84	unexpected	42	42	est	vp_coord	le professeur déménage et sont jeunes	4,5
85	expected	43	43	déménage	vp_coord	le client déménage et déménage	4
86	unexpected	43	43	déménage	vp_coord	le client déménage et déménagent	4
87	expected	44	44	parle	vp_coord	le client déménage et parle	4
88	unexpected	44	44	parle	vp_coord	le client déménage et parlent	4
89	expected	45	45	retourne	vp_coord	le client déménage et retourne	4
90	unexpected	45	45	retourne	vp_coord	le client déménage et retournent	4
91	expected	46	46	est	vp_coord	le client déménage et est petit	4,5
92	unexpected	46	46	est	vp_coord	le client déménage et sont petits	4,5
93	expected	47	47	est	vp_coord	le client déménage et est grand	4,5
94	unexpected	47	47	est	vp_coord	le client déménage et sont grands	4,5
95	expected	48	48	est	vp_coord	le client déménage et est vieux	4
96	unexpected	48	48	est	vp_coord	le client déménage et sont vieux	4
97	expected	49	49	est	vp_coord	le client déménage et est jeune	4,5
98	unexpected	49	49	est	vp_coord	le client déménage et sont jeunes	4,5
99	expected	50	50	déménage	vp_coord	l' officier déménage et déménage	4
100	unexpected	50	50	déménage	vp_coord	l' officier déménage et déménagent	4
101	expected	51	51	parle	vp_coord	l' officier déménage et parle	4
102	unexpected	51	51	parle	vp_coord	l' officier déménage et parlent	4
103	expected	52	52	retourne	vp_coord	l' officier déménage et retourne	4
104	unexpected	52	52	retourne	vp_coord	l' officier déménage et retournent	4
105	expected	53	53	est	vp_coord	l' officier déménage et est petit	4,5
106	unexpected	53	53	est	vp_coord	l' officier déménage et sont petits	4,5
107	expected	54	54	est	vp_coord	l' officier déménage et est grand	4,5
108	unexpected	54	54	est	vp_coord	l' officier déménage et sont grands	4,5
109	expected	55	55	est	vp_coord	l' officier déménage et est vieux	4
110	unexpected	55	55	est	vp_coord	l' officier déménage et sont vieux	4
111	expected	56	56	est	vp_coord	l' officier déménage et est jeune	4,5
112	unexpected	56	56	est	vp_coord	l' officier déménage et sont jeunes	4,5
113	expected	57	57	déménage	vp_coord	le pilote déménage et déménage	4
114	unexpected	57	57	déménage	vp_coord	le pilote déménage et déménagent	4
115	expected	58	58	parle	vp_coord	le pilote déménage et parle	4
116	unexpected	58	58	parle	vp_coord	le pilote déménage et parlent	4
117	expected	59	59	retourne	vp_coord	le pilote déménage et retourne	4
118	unexpected	59	59	retourne	vp_coord	le pilote déménage et retournent	4
119	expected	60	60	est	vp_coord	le pilote déménage et est petit	4,5
120	unexpected	60	60	est	vp_coord	le pilote déménage et sont petits	4,5
121	expected	61	61	est	vp_coord	le pilote déménage et est grand	4,5
122	unexpected	61	61	est	vp_coord	le pilote déménage et sont grands	4,5
123	expected	62	62	est	vp_coord	le pilote déménage et est vieux	4
124	unexpected	62	62	est	vp_coord	le pilote déménage et sont vieux	4
125	expected	63	63	est	vp_coord	le pilote déménage et est jeune	4,5
126	unexpected	63	63	est	vp_coord	le pilote déménage et sont jeunes	4,5
127	expected	64	64	déménage	vp_coord	le consultant déménage et déménage	4
128	unexpected	64	64	déménage	vp_coord	le consultant déménage et déménagent	4
129	expected	65	65	parle	vp_coord	le consultant déménage et parle	4
130	unexpected	65	65	parle	vp_coord	le consultant déménage et parlent	4
131	expected	66	66	retourne	vp_coord	le consultant déménage et retourne	4
132	unexpected	66	66	retourne	vp_coord	le consultant déménage et retournent	4
133	expected	67	67	est	vp_coord	le consultant déménage et est petit	4,5
134	unexpected	67	67	est	vp_coord	le consultant déménage et sont petits	4,5
135	expected	68	68	est	vp_coord	le consultant déménage et est grand	4,5
136	unexpected	68	68	est	vp_coord	le consultant déménage et sont grands	4,5
137	expected	69	69	est	vp_coord	le consultant déménage et est vieux	4
138	unexpected	69	69	est	vp_coord	le consultant déménage et sont vieux	4
139	expected	70	70	est	vp_coord	le consultant déménage et est jeune	4,5
140	unexpected	70	70	est	vp_coord	le consultant déménage et sont jeunes	4,5
141	expected	71	71	déménage	vp_coord	l' auteur parle et déménage	4
142	unexpected	71	71	déménage	vp_coord	l' auteur parle et déménagent	4
143	expected	72	72	parle	vp_coord	l' auteur parle et parle	4
144	unexpected	72	72	parle	vp_coord	l' auteur parle et parlent	4
145	expected	73	73	retourne	vp_coord	l' auteur parle et retourne	4
146	unexpected	73	73	retourne	vp_coord	l' auteur parle et retournent	4
147	expected	74	74	est	vp_coord	l' auteur parle et est petit	4,5
148	unexpected	74	74	est	vp_coord	l' auteur parle et sont petits	4,5
149	expected	75	75	est	vp_coord	l' auteur parle et est grand	4,5
150	unexpected	75	75	est	vp_coord	l' auteur parle et sont grands	4,5
151	expected	76	76	est	vp_coord	l' auteur parle et est vieux	4
152	unexpected	76	76	est	vp_coord	l' auteur parle et sont vieux	4
153	expected	77	77	est	vp_coord	l' auteur parle et est jeune	4,5
154	unexpected	77	77	est	vp_coord	l' auteur parle et sont jeunes	4,5
155	expected	78	78	déménage	vp_coord	le directeur parle et déménage	4
156	unexpected	78	78	déménage	vp_coord	le directeur parle et déménagent	4
157	expected	79	79	parle	vp_coord	le directeur parle et parle	4
158	unexpected	79	79	parle	vp_coord	le directeur parle et parlent	4
159	expected	80	80	retourne	vp_coord	le directeur parle et retourne	4
160	unexpected	80	80	retourne	vp_coord	le directeur parle et retournent	4
161	expected	81	81	est	vp_coord	le directeur parle et est petit	4,5
162	unexpected	81	81	est	vp_coord	le directeur parle et sont petits	4,5
163	expected	82	82	est	vp_coord	le directeur parle et est grand	4,5
164	unexpected	82	82	est	vp_coord	le directeur parle et sont grands	4,5
165	expected	83	83	est	vp_coord	le directeur parle et est vieux	4
166	unexpected	83	83	est	vp_coord	le directeur parle et sont vieux	4
167	expected	84	84	est	vp_coord	le directeur parle et est jeune	4,5
168	unexpected	84	84	est	vp_coord	le directeur parle et sont jeunes	4,5
169	expected	85	85	déménage	vp_coord	l' agriculteur parle et déménage	4
170	unexpected	85	85	déménage	vp_coord	l' agriculteur parle et déménagent	4
171	expected	86	86	parle	vp_coord	l' agriculteur parle et parle	4
172	unexpected	86	86	parle	vp_coord	l' agriculteur parle et parlent	4
173	expected	87	87	retourne	vp_coord	l' agriculteur parle et retourne	4
174	unexpected	87	87	retourne	vp_coord	l' agriculteur parle et retournent	4
175	expected	88	88	est	vp_coord	l' agriculteur parle et est petit	4,5
176	unexpected	88	88	est	vp_coord	l' agriculteur parle et sont petits	4,5
177	expected	89	89	est	vp_coord	l' agriculteur parle et est grand	4,5
178	unexpected	89	89	est	vp_coord	l' agriculteur parle et sont grands	4,5
179	expected	90	90	est	vp_coord	l' agriculteur parle et est vieux	4
180	unexpected	90	90	est	vp_coord	l' agriculteur parle et sont vieux	4
181	expected	91	91	est	vp_coord	l' agriculteur parle et est jeune	4,5
182	unexpected	91	91	est	vp_coord	l' agriculteur parle et sont jeunes	4,5
183	expected	92	92	déménage	vp_coord	le chirurgien parle et déménage	4
184	unexpected	92	92	déménage	vp_coord	le chirurgien parle et déménagent	4
185	expected	93	93	parle	vp_coord	le chirurgien parle et parle	4
186	unexpected	93	93	parle	vp_coord	le chirurgien parle et parlent	4
187	expected	94	94	retourne	vp_coord	le chirurgien parle et retourne	4
188	unexpected	94	94	retourne	vp_coord	le chirurgien parle et retournent	4
189	expected	95	95	est	vp_coord	le chirurgien parle et est petit	4,5
190	unexpected	95	95	est	vp_coord	le chirurgien parle et sont petits	4,5
191	expected	96	96	est	vp_coord	le chirurgien parle et est grand	4,5
192	unexpected	96	96	est	vp_coord	le chirurgien parle et sont grands	4,5
193	expected	97	97	est	vp_coord	le chirurgien parle et est vieux	4
194	unexpected	97	97	est	vp_coord	le chirurgien parle et sont vieux	4
195	expected	98	98	est	vp_coord	le chirurgien parle et est jeune	4,5
196	unexpected	98	98	est	vp_coord	le chirurgien parle et sont jeunes	4,5
197	expected	99	99	déménage	vp_coord	le sénateur parle et déménage	4
198	unexpected	99	99	déménage	vp_coord	le sénateur parle et déménagent	4
199	expected	100	100	parle	vp_coord	le sénateur parle et parle	4
200	unexpected	100	100	parle	vp_coord	le sénateur parle et parlent	4
201	expected	101	101	retourne	vp_coord	le sénateur parle et retourne	4
202	unexpected	101	101	retourne	vp_coord	le sénateur parle et retournent	4
203	expected	102	102	est	vp_coord	le sénateur parle et est petit	4,5
204	unexpected	102	102	est	vp_coord	le sénateur parle et sont petits	4,5
205	expected	103	103	est	vp_coord	le sénateur parle et est grand	4,5
206	unexpected	103	103	est	vp_coord	le sénateur parle et sont grands	4,5
207	expected	104	104	est	vp_coord	le sénateur parle et est vieux	4
208	unexpected	104	104	est	vp_coord	le sénateur parle et sont vieux	4
209	expected	105	105	est	vp_coord	le sénateur parle et est jeune	4,5
210	unexpected	105	105	est	vp_coord	le sénateur parle et sont jeunes	4,5
211	expected	106	106	déménage	vp_coord	le professeur parle et déménage	4
212	unexpected	106	106	déménage	vp_coord	le professeur parle et déménagent	4
213	expected	107	107	parle	vp_coord	le professeur parle et parle	4
214	unexpected	107	107	parle	vp_coord	le professeur parle et parlent	4
215	expected	108	108	retourne	vp_coord	le professeur parle et retourne	4
216	unexpected	108	108	retourne	vp_coord	le professeur parle et retournent	4
217	expected	109	109	est	vp_coord	le professeur parle et est petit	4,5
218	unexpected	109	109	est	vp_coord	le professeur parle et sont petits	4,5
219	expected	110	110	est	vp_coord	le professeur parle et est grand	4,5
220	unexpected	110	110	est	vp_coord	le professeur parle et sont grands	4,5
221	expected	111	111	est	vp_coord	le professeur parle et est vieux	4
222	unexpected	111	111	est	vp_coord	le professeur parle et sont vieux	4
223	expected	112	112	est	vp_coord	le professeur parle et est jeune	4,5
224	unexpected	112	112	est	vp_coord	le professeur parle et sont jeunes	4,5
225	expected	113	113	déménage	vp_coord	le client parle et déménage	4
226	unexpected	113	113	déménage	vp_coord	le client parle et déménagent	4
227	expected	114	114	parle	vp_coord	le client parle et parle	4
228	unexpected	114	114	parle	vp_coord	le client parle et parlent	4
229	expected	115	115	retourne	vp_coord	le client parle et retourne	4
230	unexpected	115	115	retourne	vp_coord	le client parle et retournent	4
231	expected	116	116	est	vp_coord	le client parle et est petit	4,5
232	unexpected	116	116	est	vp_coord	le client parle et sont petits	4,5
233	expected	117	117	est	vp_coord	le client parle et est grand	4,5
234	unexpected	117	117	est	vp_coord	le client parle et sont grands	4,5
235	expected	118	118	est	vp_coord	le client parle et est vieux	4
236	unexpected	118	118	est	vp_coord	le client parle et sont vieux	4
237	expected	119	119	est	vp_coord	le client parle et est jeune	4,5
238	unexpected	119	119	est	vp_coord	le client parle et sont jeunes	4,5
239	expected	120	120	déménage	vp_coord	l' officier parle et déménage	4
240	unexpected	120	120	déménage	vp_coord	l' officier parle et déménagent	4
241	expected	121	121	parle	vp_coord	l' officier parle et parle	4
242	unexpected	121	121	parle	vp_coord	l' officier parle et parlent	4
243	expected	122	122	retourne	vp_coord	l' officier parle et retourne	4
244	unexpected	122	122	retourne	vp_coord	l' officier parle et retournent	4
245	expected	123	123	est	vp_coord	l' officier parle et est petit	4,5
246	unexpected	123	123	est	vp_coord	l' officier parle et sont petits	4,5
247	expected	124	124	est	vp_coord	l' officier parle et est grand	4,5
248	unexpected	124	124	est	vp_coord	l' officier parle et sont grands	4,5
249	expected	125	125	est	vp_coord	l' officier parle et est vieux	4
250	unexpected	125	125	est	vp_coord	l' officier parle et sont vieux	4
251	expected	126	126	est	vp_coord	l' officier parle et est jeune	4,5
252	unexpected	126	126	est	vp_coord	l' officier parle et sont jeunes	4,5
253	expected	127	127	déménage	vp_coord	le pilote parle et déménage	4
254	unexpected	127	127	déménage	vp_coord	le pilote parle et déménagent	4
255	expected	128	128	parle	vp_coord	le pilote parle et parle	4
256	unexpected	128	128	parle	vp_coord	le pilote parle et parlent	4
257	expected	129	129	retourne	vp_coord	le pilote parle et retourne	4
258	unexpected	129	129	retourne	vp_coord	le pilote parle et retournent	4
259	expected	130	130	est	vp_coord	le pilote parle et est petit	4,5
260	unexpected	130	130	est	vp_coord	le pilote parle et sont petits	4,5
261	expected	131	131	est	vp_coord	le pilote parle et est grand	4,5
262	unexpected	131	131	est	vp_coord	le pilote parle et sont grands	4,5
263	expected	132	132	est	vp_coord	le pilote parle et est vieux	4
264	unexpected	132	132	est	vp_coord	le pilote parle et sont vieux	4
265	expected	133	133	est	vp_coord	le pilote parle et est jeune	4,5
266	unexpected	133	133	est	vp_coord	le pilote parle et sont jeunes	4,5
267	expected	134	134	déménage	vp_coord	le consultant parle et déménage	4
268	unexpected	134	134	déménage	vp_coord	le consultant parle et déménagent	4
269	expected	135	135	parle	vp_coord	le consultant parle et parle	4
270	unexpected	135	135	parle	vp_coord	le consultant parle et parlent	4
271	expected	136	136	retourne	vp_coord	le consultant parle et retourne	4
272	unexpected	136	136	retourne	vp_coord	le consultant parle et retournent	4
273	expected	137	137	est	vp_coord	le consultant parle et est petit	4,5
274	unexpected	137	137	est	vp_coord	le consultant parle et sont petits	4,5
275	expected	138	138	est	vp_coord	le consultant parle et est grand	4,5
276	unexpected	138	138	est	vp_coord	le consultant parle et sont grands	4,5
277	expected	139	139	est	vp_coord	le consultant parle et est vieux	4
278	unexpected	139	139	est	vp_coord	le consultant parle et sont vieux	4
279	expected	140	140	est	vp_coord	le consultant parle et est jeune	4,5
280	unexpected	140	140	est	vp_coord	le consultant parle et sont jeunes	4,5
281	expected	141	141	déménage	vp_coord	l' auteur retourne et déménage	4
282	unexpected	141	141	déménage	vp_coord	l' auteur retourne et déménagent	4
283	expected	142	142	parle	vp_coord	l' auteur retourne et parle	4
284	unexpected	142	142	parle	vp_coord	l' auteur retourne et parlent	4
285	expected	143	143	retourne	vp_coord	l' auteur retourne et retourne	4
286	unexpected	143	143	retourne	vp_coord	l' auteur retourne et retournent	4
287	expected	144	144	est	vp_coord	l' auteur retourne et est petit	4,5
288	unexpected	144	144	est	vp_coord	l' auteur retourne et sont petits	4,5
289	expected	145	145	est	vp_coord	l' auteur retourne et est grand	4,5
290	unexpected	145	145	est	vp_coord	l' auteur retourne et sont grands	4,5
291	expected	146	146	est	vp_coord	l' auteur retourne et est vieux	4
292	unexpected	146	146	est	vp_coord	l' auteur retourne et sont vieux	4
293	expected	147	147	est	vp_coord	l' auteur retourne et est jeune	4,5
294	unexpected	147	147	est	vp_coord	l' auteur retourne et sont jeunes	4,5
295	expected	148	148	déménage	vp_coord	le directeur retourne et déménage	4
296	unexpected	148	148	déménage	vp_coord	le directeur retourne et déménagent	4
297	expected	149	149	parle	vp_coord	le directeur retourne et parle	4
298	unexpected	149	149	parle	vp_coord	le directeur retourne et parlent	4
299	expected	150	150	retourne	vp_coord	le directeur retourne et retourne	4
300	unexpected	150	150	retourne	vp_coord	le directeur retourne et retournent	4
301	expected	151	151	est	vp_coord	le directeur retourne et est petit	4,5
302	unexpected	151	151	est	vp_coord	le directeur retourne et sont petits	4,5
303	expected	152	152	est	vp_coord	le directeur retourne et est grand	4,5
304	unexpected	152	152	est	vp_coord	le directeur retourne et sont grands	4,5
305	expected	153	153	est	vp_coord	le directeur retourne et est vieux	4
306	unexpected	153	153	est	vp_coord	le directeur retourne et sont vieux	4
307	expected	154	154	est	vp_coord	le directeur retourne et est jeune	4,5
308	unexpected	154	154	est	vp_coord	le directeur retourne et sont jeunes	4,5
309	expected	155	155	déménage	vp_coord	l' agriculteur retourne et déménage	4
310	unexpected	155	155	déménage	vp_coord	l' agriculteur retourne et déménagent	4
311	expected	156	156	parle	vp_coord	l' agriculteur retourne et parle	4
312	unexpected	156	156	parle	vp_coord	l' agriculteur retourne et parlent	4
313	expected	157	157	retourne	vp_coord	l' agriculteur retourne et retourne	4
314	unexpected	157	157	retourne	vp_coord	l' agriculteur retourne et retournent	4
315	expected	158	158	est	vp_coord	l' agriculteur retourne et est petit	4,5
316	unexpected	158	158	est	vp_coord	l' agriculteur retourne et sont petits	4,5
317	expected	159	159	est	vp_coord	l' agriculteur retourne et est grand	4,5
318	unexpected	159	159	est	vp_coord	l' agriculteur retourne et sont grands	4,5
319	expected	160	160	est	vp_coord	l' agriculteur retourne et est vieux	4
320	unexpected	160	160	est	vp_coord	l' agriculteur retourne et sont vieux	4
321	expected	161	161	est	vp_coord	l' agriculteur retourne et est jeune	4,5
322	unexpected	161	161	est	vp_coord	l' agriculteur retourne et sont jeunes	4,5
323	expected	162	162	déménage	vp_coord	le chirurgien retourne et déménage	4
324	unexpected	162	162	déménage	vp_coord	le chirurgien retourne et déménagent	4
325	expected	163	163	parle	vp_coord	le chirurgien retourne et parle	4
326	unexpected	163	163	parle	vp_coord	le chirurgien retourne et parlent	4
327	expected	164	164	retourne	vp_coord	le chirurgien retourne et retourne	4
328	unexpected	164	164	retourne	vp_coord	le chirurgien retourne et retournent	4
329	expected	165	165	est	vp_coord	le chirurgien retourne et est petit	4,5
330	unexpected	165	165	est	vp_coord	le chirurgien retourne et sont petits	4,5
331	expected	166	166	est	vp_coord	le chirurgien retourne et est grand	4,5
332	unexpected	166	166	est	vp_coord	le chirurgien retourne et sont grands	4,5
333	expected	167	167	est	vp_coord	le chirurgien retourne et est vieux	4
334	unexpected	167	167	est	vp_coord	le chirurgien retourne et sont vieux	4
335	expected	168	168	est	vp_coord	le chirurgien retourne et est jeune	4,5
336	unexpected	168	168	est	vp_coord	le chirurgien retourne et sont jeunes	4,5
337	expected	169	169	déménage	vp_coord	le sénateur retourne et déménage	4
338	unexpected	169	169	déménage	vp_coord	le sénateur retourne et déménagent	4
339	expected	170	170	parle	vp_coord	le sénateur retourne et parle	4
340	unexpected	170	170	parle	vp_coord	le sénateur retourne et parlent	4
341	expected	171	171	retourne	vp_coord	le sénateur retourne et retourne	4
342	unexpected	171	171	retourne	vp_coord	le sénateur retourne et retournent	4
343	expected	172	172	est	vp_coord	le sénateur retourne et est petit	4,5
344	unexpected	172	172	est	vp_coord	le sénateur retourne et sont petits	4,5
345	expected	173	173	est	vp_coord	le sénateur retourne et est grand	4,5
346	unexpected	173	173	est	vp_coord	le sénateur retourne et sont grands	4,5
347	expected	174	174	est	vp_coord	le sénateur retourne et est vieux	4
348	unexpected	174	174	est	vp_coord	le sénateur retourne et sont vieux	4
349	expected	175	175	est	vp_coord	le sénateur retourne et est jeune	4,5
350	unexpected	175	175	est	vp_coord	le sénateur retourne et sont jeunes	4,5
351	expected	176	176	déménage	vp_coord	le professeur retourne et déménage	4
352	unexpected	176	176	déménage	vp_coord	le professeur retourne et déménagent	4
353	expected	177	177	parle	vp_coord	le professeur retourne et parle	4
354	unexpected	177	177	parle	vp_coord	le professeur retourne et parlent	4
355	expected	178	178	retourne	vp_coord	le professeur retourne et retourne	4
356	unexpected	178	178	retourne	vp_coord	le professeur retourne et retournent	4
357	expected	179	179	est	vp_coord	le professeur retourne et est petit	4,5
358	unexpected	179	179	est	vp_coord	le professeur retourne et sont petits	4,5
359	expected	180	180	est	vp_coord	le professeur retourne et est grand	4,5
360	unexpected	180	180	est	vp_coord	le professeur retourne et sont grands	4,5
361	expected	181	181	est	vp_coord	le professeur retourne et est vieux	4
362	unexpected	181	181	est	vp_coord	le professeur retourne et sont vieux	4
363	expected	182	182	est	vp_coord	le professeur retourne et est jeune	4,5
364	unexpected	182	182	est	vp_coord	le professeur retourne et sont jeunes	4,5
365	expected	183	183	déménage	vp_coord	le client retourne et déménage	4
366	unexpected	183	183	déménage	vp_coord	le client retourne et déménagent	4
367	expected	184	184	parle	vp_coord	le client retourne et parle	4
368	unexpected	184	184	parle	vp_coord	le client retourne et parlent	4
369	expected	185	185	retourne	vp_coord	le client retourne et retourne	4
370	unexpected	185	185	retourne	vp_coord	le client retourne et retournent	4
371	expected	186	186	est	vp_coord	le client retourne et est petit	4,5
372	unexpected	186	186	est	vp_coord	le client retourne et sont petits	4,5
373	expected	187	187	est	vp_coord	le client retourne et est grand	4,5
374	unexpected	187	187	est	vp_coord	le client retourne et sont grands	4,5
375	expected	188	188	est	vp_coord	le client retourne et est vieux	4
376	unexpected	188	188	est	vp_coord	le client retourne et sont vieux	4
377	expected	189	189	est	vp_coord	le client retourne et est jeune	4,5
378	unexpected	189	189	est	vp_coord	le client retourne et sont jeunes	4,5
379	expected	190	190	déménage	vp_coord	l' officier retourne et déménage	4
380	unexpected	190	190	déménage	vp_coord	l' officier retourne et déménagent	4
381	expected	191	191	parle	vp_coord	l' officier retourne et parle	4
382	unexpected	191	191	parle	vp_coord	l' officier retourne et parlent	4
383	expected	192	192	retourne	vp_coord	l' officier retourne et retourne	4
384	unexpected	192	192	retourne	vp_coord	l' officier retourne et retournent	4
385	expected	193	193	est	vp_coord	l' officier retourne et est petit	4,5
386	unexpected	193	193	est	vp_coord	l' officier retourne et sont petits	4,5
387	expected	194	194	est	vp_coord	l' officier retourne et est grand	4,5
388	unexpected	194	194	est	vp_coord	l' officier retourne et sont grands	4,5
389	expected	195	195	est	vp_coord	l' officier retourne et est vieux	4
390	unexpected	195	195	est	vp_coord	l' officier retourne et sont vieux	4
391	expected	196	196	est	vp_coord	l' officier retourne et est jeune	4,5
392	unexpected	196	196	est	vp_coord	l' officier retourne et sont jeunes	4,5
393	expected	197	197	déménage	vp_coord	le pilote retourne et déménage	4
394	unexpected	197	197	déménage	vp_coord	le pilote retourne et déménagent	4
395	expected	198	198	parle	vp_coord	le pilote retourne et parle	4
396	unexpected	198	198	parle	vp_coord	le pilote retourne et parlent	4
397	expected	199	199	retourne	vp_coord	le pilote retourne et retourne	4
398	unexpected	199	199	retourne	vp_coord	le pilote retourne et retournent	4
399	expected	200	200	est	vp_coord	le pilote retourne et est petit	4,5
400	unexpected	200	200	est	vp_coord	le pilote retourne et sont petits	4,5
401	expected	201	201	est	vp_coord	le pilote retourne et est grand	4,5
402	unexpected	201	201	est	vp_coord	le pilote retourne et sont grands	4,5
403	expected	202	202	est	vp_coord	le pilote retourne et est vieux	4
404	unexpected	202	202	est	vp_coord	le pilote retourne et sont vieux	4
405	expected	203	203	est	vp_coord	le pilote retourne et est jeune	4,5
